Potential,Current,Normalized_Potential,Normalized_Current
-0.500030517578125,9.9884033203125e-07,-0.518646240234375,0.13367913739585036
-0.4949951171875,1.392822265625e-06,-0.51361083984375,0.1864074497631106
-0.489959716796875,1.3983154296875e-06,-0.508575439453125,0.1871426237542885
-0.48492431640625,1.38946533203125e-06,-0.5035400390625,0.18595817676850188
-0.479888916015625,1.37664794921875e-06,-0.498504638671875,0.18424277078908674
-0.474853515625,1.3702392578125e-06,-0.49346923828125,0.1833850677993792
-0.469818115234375,1.36444091796875e-06,-0.488433837890625,0.1826090508086914
-0.46478271484375,1.3604736328125e-06,-0.4833984375,0.1820780918150629
-0.459747314453125,1.356201171875e-06,-0.478363037109375,0.18150628982192452
-0.4547119140625,1.353759765625e-06,-0.47332763671875,0.18117954582584544
-0.449676513671875,1.351318359375e-06,-0.468292236328125,0.18085280182976637
-0.44464111328125,1.35101318359375e-06,-0.4632568359375,0.18081195883025647
-0.439605712890625,1.35009765625e-06,-0.458221435546875,0.18068942983172684
-0.4345703125,1.35406494140625e-06,-0.45318603515625,0.18122038882535532
-0.429534912109375,1.35345458984375e-06,-0.448150634765625,0.18113870282633557
-0.42449951171875,1.357421875e-06,-0.443115234375,0.18166966181996405
-0.419464111328125,1.35894775390625e-06,-0.438079833984375,0.18187387681751346
-0.4144287109375,1.36138916015625e-06,-0.43304443359375,0.18220062081359253
-0.409393310546875,1.3653564453125e-06,-0.428009033203125,0.18273157980722105
-0.40435791015625,1.3690185546875e-06,-0.4229736328125,0.18322169580133962
-0.399322509765625,1.37451171875e-06,-0.417938232421875,0.18395686979251755
-0.394287109375,1.380615234375e-06,-0.41290283203125,0.18477372978271525
-0.389251708984375,1.38031005859375e-06,-0.407867431640625,0.18473288678320535
-0.38421630859375,1.3873291015625e-06,-0.40283203125,0.18567227577193268
-0.379180908203125,1.39007568359375e-06,-0.397796630859375,0.18603986276752166
-0.3741455078125,1.39617919921875e-06,-0.39276123046875,0.18685672275771933
-0.369110107421875,1.40106201171875e-06,-0.387725830078125,0.18751021074987748
-0.36407470703125,1.40411376953125e-06,-0.3826904296875,0.18791864074497633
-0.359039306640625,1.4117431640625e-06,-0.377655029296875,0.18893971573272342
-0.35400390625,1.416015625e-06,-0.37261962890625,0.18951151772586178
-0.348968505859375,1.42242431640625e-06,-0.367584228515625,0.19036922071556933
-0.34393310546875,1.42791748046875e-06,-0.362548828125,0.19110439470674725
-0.338897705078125,1.43218994140625e-06,-0.357513427734375,0.19167619669988564
-0.3338623046875,1.43646240234375e-06,-0.35247802734375,0.19224799869302403
-0.328826904296875,1.4404296875e-06,-0.347442626953125,0.1927789576866525
-0.32379150390625,1.44287109375e-06,-0.3424072265625,0.19310570168273158
-0.318756103515625,1.44989013671875e-06,-0.337371826171875,0.1940450906714589
-0.313720703125,1.45263671875e-06,-0.33233642578125,0.19441267766704787
-0.308685302734375,1.45477294921875e-06,-0.327301025390625,0.19469857866361703
-0.30364990234375,1.456298828125e-06,-0.322265625,0.19490279366116647
-0.298614501953125,1.45965576171875e-06,-0.317230224609375,0.19535206665577518
-0.2935791015625,1.463623046875e-06,-0.31219482421875,0.1958830256494037
-0.288543701171875,1.46575927734375e-06,-0.307159423828125,0.19616892664597288
-0.28350830078125,1.47064208984375e-06,-0.3021240234375,0.19682241463813102
-0.278472900390625,1.4697265625e-06,-0.297088623046875,0.19669988563960136
