Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	191.530929516431	-0.499954223632813	-0.45001220703125	-1.62353515624999E-07	-2.2967529296875E-06	2.1343994140625E-06	7.30610665300446E-08	2771804.5	0
2	191.580929516305	-0.494918823242188	-0.4449462890625	7.31201171875E-07	-2.1026611328125E-06	2.8338623046875E-06	-3.25345240526076E-07	-608514.1875	1.42211913356505E-08
3	191.630929516178	-0.489883422851563	-0.4398193359375	8.123779296875E-07	-2.00225830078125E-06	2.81463623046875E-06	-3.57299512643294E-07	-541397.5	5.28106660624417E-08
4	191.680929516052	-0.484848022460938	-0.43505859375	8.4075927734375E-07	-1.9268798828125E-06	2.76763916015625E-06	-3.65779527555787E-07	-517459.1875	9.41390965181199E-08
5	191.730929515926	-0.479812622070313	-0.429779052734375	8.6181640625E-07	-1.8658447265625E-06	2.7276611328125E-06	-3.70390637272067E-07	-498689.8125	1.36703491193657E-07
6	191.7809295158	-0.474777221679688	-0.424896240234375	8.85620117187499E-07	-1.8133544921875E-06	2.698974609375E-06	-3.76296640069995E-07	-479772.59375	1.80389392312463E-07
7	191.830929515673	-0.469741821289063	-0.4197998046875	9.014892578125E-07	-1.7718505859375E-06	2.67333984375E-06	-3.7844500866413E-07	-465673.6875	2.25067125825262E-07
8	191.880929515547	-0.464706420898438	-0.4146728515625	9.197998046875E-07	-1.7333984375E-06	2.6531982421875E-06	-3.81416015216018E-07	-450829.46875	2.70599343821232E-07
9	191.930929515421	-0.459671020507813	-0.409637451171875	9.356689453125E-07	-1.7010498046875E-06	2.63671875E-06	-3.83285026828162E-07	-437801.6875	3.16986074722081E-07
10	191.980929515295	-0.454635620117188	-0.404571533203125	9.5489501953125E-07	-1.67083740234375E-06	2.625732421875E-06	-3.86323335987981E-07	-423681.71875	3.64250183793047E-07
11	192.030929515169	-0.449600219726563	-0.399810791015625	9.7076416015625E-07	-1.6448974609375E-06	2.61566162109375E-06	-3.88122003869285E-07	-411851.625	4.1239164261242E-07
12	192.080929515042	-0.444564819335938	-0.394866943359375	9.857177734375E-07	-1.62139892578125E-06	2.60711669921875E-06	-3.89227352570742E-07	-400588.25	4.61303699239579E-07
13	192.130929514916	-0.439529418945313	-0.389739990234375	1.007080078125E-06	-1.60003662109375E-06	2.60711669921875E-06	-3.92499373447208E-07	-387000	5.11123630531074E-07
14	192.18092951479	-0.434494018554688	-0.38470458984375	1.02294921875E-06	-1.5789794921875E-06	2.6019287109375E-06	-3.93533241549449E-07	-376074	5.61874401228124E-07
15	192.230929514664	-0.429458618164063	-0.379669189453125	1.038818359375E-06	-1.56341552734375E-06	2.60223388671875E-06	-3.94407322801271E-07	-365481.78125	6.13418535522214E-07
16	192.280929514537	-0.424423217773438	-0.374603271484375	1.0577392578125E-06	-1.54815673828125E-06	2.60589599609375E-06	-3.96232593402601E-07	-354154.65625	6.65832487811713E-07
17	192.330929514411	-0.419387817382813	-0.369476318359375	1.07147216796875E-06	-1.5338134765625E-06	2.60528564453125E-06	-3.95883603232505E-07	-344830.53125	7.19062768439471E-07
18	192.380929514285	-0.414352416992188	-0.364471435546875	1.090087890625E-06	-1.5203857421875E-06	2.6104736328125E-06	-3.97305882415822E-07	-334350.53125	7.73101817230781E-07
19	192.430929514159	-0.409317016601563	-0.359283447265625	1.10504150390625E-06	-1.5087890625E-06	2.61383056640625E-06	-3.97023114828698E-07	-325131.1875	8.27980045414733E-07
20	192.480929514032	-0.404281616210938	-0.354339599609375	1.12152099609375E-06	-1.49749755859375E-06	2.6190185546875E-06	-3.97399304574719E-07	-315945.59375	8.83644077021017E-07
21	192.530929513906	-0.399246215820313	-0.34930419921875	1.13616943359375E-06	-1.488037109375E-06	2.62420654296875E-06	-3.96868756524782E-07	-307440.25	9.40086351874925E-07
22	192.58092951378	-0.394210815429688	-0.344207763671875	1.1541748046875E-06	-1.4776611328125E-06	2.6318359375E-06	-3.97275925934082E-07	-298228.4375	9.97344955067092E-07
