Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	242.278319388306	1.50001525878906	1.44866943359375	2.32849121093751E-07	2.50091552734375E-06	-2.26806640625E-06	3.37321409915603E-07	6221494	0
2	242.32831938818	1.49497985839844	1.44378662109375	-1.2481689453125E-07	2.4078369140625E-06	-2.53265380859375E-06	-1.80208957090144E-07	-11567237	2.70080557918106E-09
3	242.378319388054	1.48994445800781	1.43829345703125	-1.5289306640625E-07	2.33612060546875E-06	-2.489013671875E-06	-2.19905089693384E-07	-9407186	-4.24194324111227E-09
4	242.428319387927	1.48490905761719	1.43280029296875	-1.67236328125001E-07	2.26470947265625E-06	-2.43194580078125E-06	-2.3961624151525E-07	-8567519	-1.22451782047506E-08
5	242.478319387801	1.47987365722656	1.42852783203125	-1.812744140625E-07	2.19757080078125E-06	-2.37884521484375E-06	-2.58955537901784E-07	-7880471.5	-2.0957946489375E-08
6	242.528319387675	1.47483825683594	1.42303466796875	-1.9866943359375E-07	2.1307373046875E-06	-2.32940673828125E-06	-2.82713472188334E-07	-7162826.5	-3.04565439535054E-08
7	242.578319387549	1.46980285644531	1.41815185546875	-2.18505859375E-07	2.06756591796875E-06	-2.28607177734375E-06	-3.09874479853534E-07	-6490223.5	-4.08859257561289E-08
8	242.628319387422	1.46476745605469	1.41357421875	-2.32849121093751E-07	2.00927734375E-06	-2.24212646484375E-06	-3.29149514755045E-07	-6070773.5	-5.21697991473502E-08
9	242.678319387296	1.45973205566406	1.4080810546875	-2.51159667968751E-07	1.9549560546875E-06	-2.20611572265625E-06	-3.53653149431921E-07	-5606318.5	-6.42700186403999E-08
10	242.72831938717	1.45469665527344	1.40289306640625	-2.667236328125E-07	1.9024658203125E-06	-2.169189453125E-06	-3.7418470810735E-07	-5259725.5	-7.7217102045779E-08
11	242.778319387044	1.44966125488281	1.39862060546875	-2.850341796875E-07	1.85577392578125E-06	-2.14080810546875E-06	-3.98654663058551E-07	-4906852.5	-9.10110458107738E-08
12	242.828319386917	1.44462585449219	1.392822265625	-3.01513671875001E-07	1.80999755859375E-06	-2.11151123046875E-06	-4.19954943708944E-07	-4619433.5	-1.0567474362233E-07
13	242.878319386791	1.43959045410156	1.38824462890625	-3.204345703125E-07	1.768798828125E-06	-2.0892333984375E-06	-4.44841560920395E-07	-4332381	-1.21223450832986E-07
14	242.928319386665	1.43455505371094	1.3824462890625	-3.3599853515625E-07	1.73004150390625E-06	-2.0660400390625E-06	-4.64499919416994E-07	-4114441.5	-1.37634273755793E-07
15	242.978319386539	1.42951965332031	1.378173828125	-3.521728515625E-07	1.69281005859375E-06	-2.04498291015625E-06	-4.85355371893093E-07	-3913345	-1.54838559751624E-07
16	243.028319386412	1.42448425292969	1.37298583984375	-3.6773681640625E-07	1.66107177734375E-06	-2.02880859375E-06	-5.04897457176412E-07	-3733610	-1.72836294609624E-07
