Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	214.914795457392	-0.499954223632813	-0.450164794921875	-1.15966796875006E-08	-2.314453125E-06	2.3028564453125E-06	5.22041654349437E-09	38818424	0
2	214.964795457266	-0.494918823242188	-0.445037841796875	1.00433349609375E-06	-2.1112060546875E-06	3.11553955078125E-06	-4.46966424760831E-07	-443117.59375	2.48184210960289E-08
3	215.01479545714	-0.489883422851563	-0.440185546875	1.09222412109375E-06	-2.00714111328125E-06	3.099365234375E-06	-4.80781295664201E-07	-403017.59375	7.72323645037432E-08
4	215.064795457014	-0.484848022460938	-0.43487548828125	1.12091064453125E-06	-1.92657470703125E-06	3.0474853515625E-06	-4.87456532027863E-07	-387966.25	1.32560728616227E-07
5	215.114795456887	-0.479812622070313	-0.4298095703125	1.14532470703125E-06	-1.8621826171875E-06	3.00750732421875E-06	-4.92271510665887E-07	-375273.125	1.89216606827358E-07
6	215.164795456761	-0.474777221679688	-0.424652099609375	1.16607666015625E-06	-1.80755615234375E-06	2.9736328125E-06	-4.95176891490701E-07	-364171.6875	2.4700165113245E-07
7	215.214795456635	-0.469741821289063	-0.41973876953125	1.18804931640625E-06	-1.7620849609375E-06	2.95013427734375E-06	-4.98670317483629E-07	-353300.8125	3.05854797488792E-07
8	215.264795456509	-0.464706420898438	-0.4146728515625	1.207275390625E-06	-1.72027587890625E-06	2.92755126953125E-06	-5.0062431000697E-07	-343478.28125	3.65737918173181E-07
9	215.314795456382	-0.459671020507813	-0.409912109375	1.22344970703125E-06	-1.685791015625E-06	2.90924072265625E-06	-5.01506804084784E-07	-335046.15625	4.26506034045815E-07
10	215.364795456256	-0.454635620117188	-0.404815673828125	1.24176025390625E-06	-1.6546630859375E-06	2.89642333984375E-06	-5.02683974445972E-07	-326001.5	4.88136265630601E-07
11	215.41479545613	-0.449600219726563	-0.399505615234375	1.26068115234375E-06	-1.627197265625E-06	2.88787841796875E-06	-5.03649175698229E-07	-316896.65625	5.50697336620942E-07
12	215.464795456004	-0.444564819335938	-0.39453125	1.2774658203125E-06	-1.602783203125E-06	2.8802490234375E-06	-5.04000183809694E-07	-308839	6.14150962974236E-07
13	215.514795455877	-0.439529418945313	-0.389556884765625	1.29913330078125E-06	-1.58203125E-06	2.88116455078125E-06	-5.06086280438467E-07	-299859.0625	6.78565982070722E-07
14	215.564795455751	-0.434494018554688	-0.384613037109375	1.31317138671875E-06	-1.5631103515625E-06	2.87628173828125E-06	-5.05062814681878E-07	-292888.6875	7.43873556530161E-07
15	215.614795455625	-0.429458618164063	-0.379730224609375	1.331787109375E-06	-1.54632568359375E-06	2.87811279296875E-06	-5.05719810917071E-07	-285128.34375	8.09997516171279E-07
16	215.664795455499	-0.424423217773438	-0.374542236328125	1.34521484375E-06	-1.53228759765625E-06	2.87750244140625E-06	-5.03839771681669E-07	-278425.59375	8.76922570114402E-07
17	215.714795455373	-0.419387817382813	-0.369537353515625	1.36016845703125E-06	-1.51947021484375E-06	2.879638671875E-06	-5.02633042742673E-07	-271685	9.44557143611746E-07
18	215.764795455246	-0.414352416992188	-0.364227294921875	1.37908935546875E-06	-1.50665283203125E-06	2.8857421875E-06	-5.02301986671228E-07	-264107.09375	1.0130386272067E-06
19	215.81479545512	-0.409317016601563	-0.359283447265625	1.3934326171875E-06	-1.4971923828125E-06	2.890625E-06	-5.0063727030647E-07	-257840.5625	1.08235167317616E-06
20	215.864795454994	-0.404281616210938	-0.354278564453125	1.4111328125E-06	-1.48834228515625E-06	2.89947509765625E-06	-4.99934060371743E-07	-251059.703125	1.15246575660422E-06
21	215.914795454868	-0.399246215820313	-0.349365234375	1.42730712890625E-06	-1.48223876953125E-06	2.9095458984375E-06	-4.98651502311986E-07	-244772.296875	1.22342680697329E-06
22	215.964795454741	-0.394210815429688	-0.34442138671875	1.43829345703125E-06	-1.47308349609375E-06	2.911376953125E-06	-4.9537902668817E-07	-239465.3125	1.29506679513725E-06
23	216.014795454615	-0.389175415039063	-0.33941650390625	1.458740234375E-06	-1.46820068359375E-06	2.92694091796875E-06	-4.95120502819191E-07	-232677.84375	1.36749258672353E-06
24	216.064795454489	-0.384140014648438	-0.334259033203125	1.46942138671875E-06	-1.463623046875E-06	2.93304443359375E-06	-4.91167384097935E-07	-227476.640625	1.44069667840085E-06
25	216.114795454363	-0.379104614257813	-0.329132080078125	1.4849853515625E-06	-1.4593505859375E-06	2.9443359375E-06	-4.88756313643535E-07	-221639.953125	1.51455685681867E-06
26	216.164795454236	-0.374069213867188	-0.324066162109375	1.49688720703125E-06	-1.4544677734375E-06	2.95135498046875E-06	-4.85090481561201E-07	-216493.375	1.58910370373633E-06
27	216.21479545411	-0.369033813476563	-0.319061279296875	1.5130615234375E-06	-1.45355224609375E-06	2.96661376953125E-06	-4.82759332953719E-07	-210871.3125	1.66435233950324E-06
28	216.264795453984	-0.363998413085938	-0.314300537109375	1.527099609375E-06	-1.44927978515625E-06	2.97637939453125E-06	-4.79968207400816E-07	-205815.34375	1.74035642430681E-06
29	216.314795453858	-0.358963012695313	-0.309112548828125	1.54083251953125E-06	-1.44866943359375E-06	2.989501953125E-06	-4.76290665574197E-07	-200613.984375	1.81705468094151E-06
30	216.364795453731	-0.353927612304688	-0.30401611328125	1.55364990234375E-06	-1.4459228515625E-06	2.99957275390625E-06	-4.7233459099516E-07	-195678.65625	1.89441675502167E-06
31	216.414795453605	-0.348892211914063	-0.29888916015625	1.566162109375E-06	-1.44561767578125E-06	3.01177978515625E-06	-4.68108851237048E-07	-190841.78125	1.97241206478793E-06
32	216.464795453479	-0.343856811523438	-0.293670654296875	1.57806396484375E-06	-1.44378662109375E-06	3.0218505859375E-06	-4.63431064190445E-07	-186095.53125	2.05101764549909E-06
33	216.514795453353	-0.338821411132813	-0.288848876953125	1.593017578125E-06	-1.44378662109375E-06	3.03680419921875E-06	-4.60141308167294E-07	-181321.84375	2.13029466067383E-06
34	216.564795453226	-0.333786010742188	-0.283935546875	1.56036376953125E-06	-1.4453125E-06	3.00567626953125E-06	-4.43042750930545E-07	-181967.53125	2.20912920667615E-06
35	216.6147954531	-0.328750610351563	-0.27899169921875	1.614990234375E-06	-1.4434814453125E-06	3.0584716796875E-06	-4.50568848009425E-07	-172751.328125	2.28851308747835E-06
36	216.664795452974	-0.323715209960938	-0.273681640625	1.62139892578125E-06	-1.44287109375E-06	3.06427001953125E-06	-4.43747097733649E-07	-168793.53125	2.36942287301645E-06
37	216.714795452848	-0.318679809570313	-0.268707275390625	1.6363525390625E-06	-1.44287109375E-06	3.0792236328125E-06	-4.3969981788905E-07	-164211.109375	2.45086653194448E-06
38	216.764795452722	-0.313644409179688	-0.263458251953125	1.60797119140625E-06	-1.44439697265625E-06	3.0523681640625E-06	-4.23633281343427E-07	-163845.140625	2.53197481470124E-06
39	216.814795452595	-0.308609008789063	-0.258575439453125	1.65771484375E-06	-1.44439697265625E-06	3.10211181640625E-06	-4.28644341354811E-07	-155983.0625	2.61361697084794E-06
40	216.864795452469	-0.303573608398438	-0.253692626953125	1.62506103515625E-06	-1.4459228515625E-06	3.07098388671875E-06	-4.12265990235028E-07	-156112.671875	2.6956863621308E-06
41	216.914795452343	-0.298538208007813	-0.24871826171875	1.6766357421875E-06	-1.4447021484375E-06	3.121337890625E-06	-4.17009914599475E-07	-148343.640625	2.77822869065858E-06
42	216.964795452217	-0.293502807617188	-0.24359130859375	1.6864013671875E-06	-1.44287109375E-06	3.1292724609375E-06	-4.10792694083284E-07	-144444.453125	2.86230465462722E-06
43	217.01479545209	-0.288467407226563	-0.238372802734375	1.695556640625E-06	-1.44561767578125E-06	3.14117431640625E-06	-4.04174585355577E-07	-140586.75	2.94685355584079E-06
44	217.064795451964	-0.283432006835938	-0.23333740234375	1.70257568359375E-06	-1.4447021484375E-06	3.14727783203125E-06	-3.97274590113739E-07	-137049.65625	3.03180695482297E-06
45	217.114795451838	-0.278396606445313	-0.228302001953125	1.70928955078125E-06	-1.4453125E-06	3.15460205078125E-06	-3.90234220049024E-07	-133565.4375	3.11710346068139E-06
46	217.164795451712	-0.273361206054688	-0.223419189453125	1.72271728515625E-06	-1.44378662109375E-06	3.16650390625E-06	-3.84888096505165E-07	-129689.9921875	3.20290359923092E-06
47	217.214795451585	-0.268325805664063	-0.218414306640625	1.727294921875E-06	-1.44439697265625E-06	3.17169189453125E-06	-3.772659056267E-07	-126448.7734375	3.28915393765783E-06
48	217.264795451459	-0.263290405273438	-0.21343994140625	1.7340087890625E-06	-1.4422607421875E-06	3.17626953125E-06	-3.70106732816566E-07	-123090.46875	3.37568667418964E-06
49	217.314795451333	-0.258255004882813	-0.208099365234375	1.74072265625E-06	-1.44287109375E-06	3.18359375E-06	-3.62243270046747E-07	-119547.6875	3.46255478689272E-06
50	217.364795451207	-0.253219604492188	-0.203155517578125	1.7449951171875E-06	-1.4422607421875E-06	3.187255859375E-06	-3.54505374389191E-07	-116421.828125	3.54969779436942E-06
51	217.41479545108	-0.248184204101563	-0.198089599609375	1.7529296875E-06	-1.4422607421875E-06	3.1951904296875E-06	-3.47237119058263E-07	-113004.8828125	3.63714593731856E-06
