Potential - Start -0.2 V, Upper Vertex 1.5 V, Lower Vertex -0.2 V, Stop -0.19 V; Scan - # end cross 5, Rate 0.1 Vps, Step 0.01 V 
Scan	Index	Time (s)	Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)	WE(1).Power (W)	WE(1).Resistance (Ω)	WE(1).Charge (C)
1	1	66.6305878317739	-0.189971923828125	-0.1898193359375	-2.37426757812501E-07	4.50681874042402E-08	799485.875	0
1	2	66.7312958315197	-0.179901123046875	-0.179779052734375	-2.044677734375E-07	3.67590224925607E-08	879253.75	-2.22511555847404E-08
1	3	66.8320038312654	-0.169830322265625	-0.169647216796875	-1.788330078125E-07	3.03385228050956E-08	948634.8125	-4.15518819352201E-08
1	4	66.9327118310111	-0.159759521484375	-0.159698486328125	-1.5594482421875E-07	2.49041516298121E-08	1024070.5	-5.84092845201667E-08
1	5	67.0334198307569	-0.149688720703125	-0.149566650390625	-1.34887695312499E-07	2.01746992445351E-08	1108823.625	-7.30538687321314E-08
1	6	67.1341278305026	-0.139617919921875	-0.139434814453125	-1.1474609375E-07	1.59995998672002E-08	1215159.625	-8.56239239510614E-08
1	7	67.2348358302484	-0.129547119140625	-0.129425048828125	-9.49096679687497E-08	1.22836878446719E-08	1363665.625	-9.61809334398822E-08
1	8	67.3355438299941	-0.119476318359375	-0.119384765625	-7.44628906250003E-08	8.88973428203599E-09	1603278.75	-1.04709513948364E-07
1	9	67.4362518297398	-0.109405517578125	-0.109344482421875	-5.12695312500006E-08	5.60604052068925E-09	2132738	-1.11040648675953E-07
1	10	67.5369598294856	-0.099334716796875	-0.099273681640625	-2.50244140624994E-08	2.48426568205673E-09	3967073.5	-1.14882354296242E-07
1	11	67.6376678292313	-0.089263916015625	-0.089202880859375	7.32421875000028E-09	-6.53341380996153E-10	-12179167	-1.1577363068227E-07
1	12	67.738375828977	-0.079193115234375	-0.07916259765625	4.76074218749997E-08	-3.76872710816656E-09	-1662820.5	-1.13007601498794E-07
1	13	67.8390838287228	-0.069122314453125	-0.069000244140625	1.0040283203125E-07	-6.9278196512812E-09	-687234.0625	-1.05554690321696E-07
1	14	67.9397918284685	-0.059051513671875	-0.058990478515625	1.708984375E-07	-1.00813801751087E-08	-345178.59375	-9.18935896265793E-08
1	15	68.0404998282143	-0.048980712890625	-0.0488555908203125	2.6519775390625E-07	-1.2956392403396E-08	-184223.25	-6.99344013810332E-08
1	16	68.14120782796	-0.038909912109375	-0.0387786865234375	3.89709472656249E-07	-1.51124215364007E-08	-99506.65625	-3.69572035197052E-08
1	17	68.2419158277057	-0.028839111328125	-0.028729248046875	5.5084228515625E-07	-1.58252859705499E-08	-52155.125	1.04033395231795E-08
1	18	68.3426238274515	-0.018768310546875	-0.0186431884765625	7.51647949218751E-07	-1.40131142245536E-08	-24803.087890625	7.59889289270177E-08
1	19	68.4433318271972	-0.008697509765625	-0.00856933593750001	9.87548828125E-07	-8.46263681353321E-09	-8677.3798828125	1.63564436661545E-07
1	20	68.5440398269429	0.001373291015625	0.0014984130859375	1.246337890625E-06	1.86752902031628E-09	1202.25268554688	2.76049576086734E-07
1	21	68.6447478266887	0.011444091796875	0.0115020751953125	1.510009765625E-06	1.73682455084645E-08	7617.21923828125	4.14842702411988E-07
1	22	68.7454558264344	0.021514892578125	0.0216339111328125	1.7498779296875E-06	3.78567044378997E-08	12363.09765625	5.78991091515491E-07
1	23	68.8461638261801	0.031585693359375	0.0316650390625	1.9415283203125E-06	6.14785662378381E-08	16309.3359375	7.64868161695631E-07
1	24	68.9468718259259	0.041656494140625	0.041748046875	2.07061767578125E-06	8.64442455394965E-08	20162.12109375	9.66895754572761E-07
1	25	69.0475798256716	0.051727294921875	0.051788330078125	2.13409423828125E-06	1.10521170881839E-07	24267.126953125	1.17861986836942E-06
1	26	69.1482878254174	0.061798095703125	0.061798095703125	2.14019775390625E-06	1.32260140617291E-07	28874.947265625	1.39384746944415E-06
1	27	69.2489958251631	0.071868896484375	0.0718994140625	2.10357666015625E-06	1.51245927781929E-07	34179.6015625	1.60753847922024E-06
1	28	69.3497038249088	0.081939697265625	0.082061767578125	2.041015625E-06	1.67489332625337E-07	40206.34375	1.81623533990205E-06
1	29	69.4504118246546	0.092010498046875	0.09210205078125	1.9647216796875E-06	1.80954884854145E-07	46877.9140625	2.01794023269031E-06
1	30	69.5511198244003	0.102081298828125	0.102081298828125	1.8853759765625E-06	1.92461627079865E-07	54143.73828125	2.21180789594655E-06
1	31	69.651827824146	0.112152099609375	0.112152099609375	1.80816650390625E-06	2.02789664172087E-07	62025.3203125	2.39779274124885E-06
1	32	69.7525358238918	0.122222900390625	0.122283935546875	1.73553466796875E-06	2.12228002283155E-07	70458.9453125	2.57623219113157E-06
1	33	69.8532438236375	0.132293701171875	0.132354736328125	1.66900634765625E-06	2.20900886915842E-07	79301.515625	2.74766443908447E-06
1	34	69.9539518233832	0.142364501953125	0.14239501953125	1.6094970703125E-06	2.29184365707624E-07	88471.75	2.91275023300841E-06
1	35	70.054659823129	0.152435302734375	0.152496337890625	1.5557861328125E-06	2.37251683188333E-07	98018.8359375	3.07213485939428E-06
1	36	70.1553678228747	0.162506103515625	0.16253662109375	1.5081787109375E-06	2.45134259557744E-07	107770.1328125	3.22641767525056E-06
1	37	70.2560758226205	0.172576904296875	0.172576904296875	1.46636962890625E-06	2.53061529065235E-07	117689.9140625	3.37619803758571E-06
1	38	70.3567838223662	0.182647705078125	0.1826171875	1.42791748046875E-06	2.60762277548565E-07	127890.578125	3.52193706021353E-06
1	39	70.4574918221119	0.192718505859375	0.19268798828125	1.39404296875E-06	2.68615309551024E-07	138222.421875	3.6640340113081E-06
1	40	70.5581998218577	0.202789306640625	0.2027587890625	1.36383056640625E-06	2.76528623999184E-07	148668.609375	3.80290407520079E-06
1	41	70.6589078216034	0.212860107421875	0.21295166015625	1.3360595703125E-06	2.84516090687248E-07	159387.859375	3.93885420635343E-06
1	42	70.7596158213491	0.222930908203125	0.222900390625	1.3116455078125E-06	2.92366308940473E-07	169939.5	4.07217703468632E-06
1	43	70.8603238210949	0.233001708984375	0.233001708984375	1.28936767578125E-06	3.00424858323822E-07	180710.0625	4.20314836446778E-06
1	44	70.9610318208406	0.243072509765625	0.24310302734375	1.268310546875E-06	3.08330129428214E-07	191674.703125	4.33193736171233E-06
1	45	71.0617398205864	0.253143310546875	0.253173828125	1.25E-06	3.16467264838138E-07	202539.0625	4.45874457000173E-06
1	46	71.1624478203321	0.263214111328125	0.263214111328125	1.23321533203125E-06	3.24599682244298E-07	213437.265625	4.58378417533822E-06
1	47	71.2631558200778	0.273284912109375	0.27337646484375	1.2176513671875E-06	3.32877192477099E-07	224511.296875	4.7071953304112E-06
1	48	71.3638638198236	0.283355712890625	0.283355712890625	1.20391845703125E-06	3.41137138093472E-07	235361.234375	4.82913083033054E-06
1	49	71.4645718195693	0.293426513671875	0.293365478515625	1.1907958984375E-06	3.49338392879872E-07	246360.859375	4.9497143663757E-06
1	50	71.565279819315	0.303497314453125	0.303466796875	1.17828369140625E-06	3.57569973630234E-07	257549.859375	5.06900732943905E-06
1	51	71.6659878190608	0.313568115234375	0.31353759765625	1.16851806640625E-06	3.66374337090747E-07	268320.71875	5.1871779760404E-06
1	52	71.7666958188065	0.323638916015625	0.32366943359375	1.15875244140625E-06	3.75052735535064E-07	279325.78125	5.30436545886914E-06
1	53	71.8674038185522	0.333709716796875	0.333740234375	1.1505126953125E-06	3.83972349027317E-07	290079.59375	5.42064617548021E-06
1	54	71.968111818298	0.343780517578125	0.343841552734375	1.142578125E-06	3.92865814546894E-07	300934.84375	5.53611243958585E-06
1	55	72.0688198180437	0.353851318359375	0.3538818359375	1.13555908203125E-06	4.01853725406909E-07	311636.65625	5.65082564207842E-06
1	56	72.1695278177895	0.363922119140625	0.363922119140625	1.12945556640625E-06	4.11033852287801E-07	322210.21875	5.76487809667015E-06
1	57	72.2702358175352	0.373992919921875	0.373992919921875	1.124267578125E-06	4.2046809767271E-07	332654.71875	5.87836211707327E-06
1	58	72.3709438172809	0.384063720703125	0.384063720703125	1.11968994140625E-06	4.30032287113136E-07	343009	5.99135455559008E-06
1	59	72.4716518170267	0.394134521484375	0.394134521484375	1.11572265625E-06	4.39744809455078E-07	353254.9375	6.1039163483656E-06
1	60	72.5723598167724	0.404205322265625	0.40423583984375	1.112060546875E-06	4.495347241118E-07	363501.65625	6.21609433437698E-06
1	61	72.6730678165181	0.414276123046875	0.414276123046875	1.1090087890625E-06	4.59435852917522E-07	373555.34375	6.32793398835929E-06
1	62	72.7737758162639	0.424346923828125	0.42437744140625	1.10687255859375E-06	4.69731730845524E-07	383402.25	6.4395126173622E-06
1	63	72.8744838160096	0.434417724609375	0.4344482421875	1.1053466796875E-06	4.80215931020211E-07	393042.53125	6.55090661894064E-06
1	64	72.9751918157554	0.444488525390625	0.44451904296875	1.1041259765625E-06	4.90805007302697E-07	402598.125	6.66216237732442E-06
1	65	73.0758998155011	0.454559326171875	0.45452880859375	1.10260009765625E-06	5.01163526678283E-07	412233.59375	6.77327989251353E-06
1	66	73.1766078152468	0.464630126953125	0.46453857421875	1.10260009765625E-06	5.12200301727717E-07	421311.9375	6.88432055540034E-06
1	67	73.2773158149926	0.474700927734375	0.474700927734375	1.10321044921875E-06	5.23695007359493E-07	430290.5	6.99539168635965E-06
1	68	73.3780238147383	0.484771728515625	0.484771728515625	1.10382080078125E-06	5.35101094101265E-07	439176.125	7.10652466295869E-06
1	69	73.478731814484	0.494842529296875	0.49481201171875	1.10504150390625E-06	5.46787816801952E-07	447776.84375	7.21774949852261E-06
1	70	73.5794398142298	0.504913330078125	0.5048828125	1.1065673828125E-06	5.58686792828667E-07	456260.375	7.32911303202854E-06
1	71	73.6801478139755	0.514984130859375	0.514984130859375	1.10931396484375E-06	5.71279088035226E-07	464236.59375	7.44069166103145E-06
1	72	73.7808558137212	0.525054931640625	0.52496337890625	1.11236572265625E-06	5.83951248245285E-07	471934.1875	7.55256178308628E-06
