Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	237.245235401013	1.50001525878906	1.44805908203125	1.259765625E-06	2.10052490234375E-06	-8.4075927734375E-07	1.82421490535489E-06	1149467.125	0
2	237.295235400887	1.49497985839844	1.4434814453125	1.085205078125E-06	2.07244873046875E-06	-9.8724365234375E-07	1.56647342919314E-06	1330146.25	5.86242663302983E-08
3	237.345235400761	1.48994445800781	1.43829345703125	1.07513427734375E-06	2.0574951171875E-06	-9.82360839843749E-07	1.54635858962138E-06	1337780.375	1.12632747573116E-07
4	237.395235400635	1.48490905761719	1.43310546875	1.0693359375E-06	2.0416259765625E-06	-9.722900390625E-07	1.53247117395949E-06	1340182.75	1.66244504384849E-07
5	237.445235400508	1.47987365722656	1.42852783203125	1.0650634765625E-06	2.0263671875E-06	-9.613037109375E-07	1.52147276821779E-06	1341260.75	2.19604487483593E-07
6	237.495235400382	1.47483825683594	1.42364501953125	1.0595703125E-06	2.01324462890625E-06	-9.5367431640625E-07	1.50845198731986E-06	1343606	2.72720342309185E-07
7	237.545235400256	1.46980285644531	1.41815185546875	1.05316162109375E-06	2.00042724609375E-06	-9.47265625E-07	1.49354298173421E-06	1346566.25	3.2553862183704E-07
8	237.59523540013	1.46476745605469	1.41326904296875	1.04766845703125E-06	1.9854736328125E-06	-9.37805175781249E-07	1.48063736560289E-06	1348966	3.78059382910578E-07
9	237.645235400003	1.45973205566406	1.40777587890625	1.04034423828125E-06	1.9744873046875E-06	-9.3414306640625E-07	1.46457136906974E-06	1353182.875	4.30259689210288E-07
10	237.695235399877	1.45469665527344	1.40289306640625	1.03363037109375E-06	1.96258544921875E-06	-9.28955078125E-07	1.45007288665511E-06	1357248.25	4.82109044241952E-07
11	237.745235399751	1.44966125488281	1.39801025390625	1.0247802734375E-06	1.95281982421875E-06	-9.2803955078125E-07	1.43265322094521E-06	1364205	5.33569334493222E-07
12	237.795235399625	1.44462585449219	1.39312744140625	1.01715087890625E-06	1.9439697265625E-06	-9.2681884765625E-07	1.41702082601114E-06	1369636.875	5.8461762364459E-07
13	237.845235399499	1.43959045410156	1.387939453125	1.0089111328125E-06	1.934814453125E-06	-9.259033203125E-07	1.40030749662401E-06	1375680.625	6.35269145732309E-07
14	237.895235399372	1.43455505371094	1.383056640625	1.00189208984375E-06	1.92626953125E-06	-9.24377441406249E-07	1.38567349949881E-06	1380444.75	6.85539248479472E-07
15	237.945235399246	1.42951965332031	1.37786865234375	9.906005859375E-07	1.91650390625E-06	-9.259033203125E-07	1.3649174661623E-06	1390942.625	7.3535153433113E-07
16	237.99523539912	1.42448425292969	1.3726806640625	9.82666015625E-07	1.91070556640625E-06	-9.2803955078125E-07	1.34888648517517E-06	1396894.5	7.8468320907632E-07
17	238.045235398994	1.41944885253906	1.36810302734375	9.716796875E-07	1.9049072265625E-06	-9.33227539062499E-07	1.32935792862554E-06	1407977.375	8.3354183288975E-07
18	238.095235398867	1.41441345214844	1.36322021484375	9.619140625E-07	1.8988037109375E-06	-9.368896484375E-07	1.31130059344287E-06	1417195.5	8.81881703662657E-07
19	238.145235398741	1.40937805175781	1.35772705078125	9.5184326171875E-07	1.8951416015625E-06	-9.4329833984375E-07	1.29234331325279E-06	1426418.75	9.29725615606003E-07
20	238.195235398615	1.40434265136719	1.35284423828125	9.3963623046875E-07	1.8896484375E-06	-9.50012207031249E-07	1.27118141790561E-06	1439753.25	9.7701263257477E-07
21	238.245235398489	1.39930725097656	1.34796142578125	9.2620849609375E-07	1.88690185546875E-06	-9.60693359375001E-07	1.24849327676202E-06	1455354.25	1.02365868315246E-06
22	238.295235398362	1.39427185058594	1.3427734375	9.1094970703125E-07	1.8829345703125E-06	-9.7198486328125E-07	1.2231989785505E-06	1474036.875	1.06958771084464E-06
23	238.345235398236	1.38923645019531	1.33758544921875	8.9752197265625E-07	1.8829345703125E-06	-9.8541259765625E-07	1.2005123153358E-06	1490309.5	1.11479948827764E-06
24	238.39523539811	1.38420104980469	1.33331298828125	8.9447021484375E-07	1.88232421875E-06	-9.87854003906251E-07	1.19260869269056E-06	1490617.625	1.15959926461073E-06
25	238.445235397984	1.37916564941406	1.328125	8.63037109375001E-07	1.8804931640625E-06	-1.0174560546875E-06	1.14622116598184E-06	1538896.75	1.20353695365338E-06
26	238.495235397857	1.37413024902344	1.3226318359375	8.4381103515625E-07	1.88201904296875E-06	-1.0382080078125E-06	1.11605129404779E-06	1567450.375	1.24620817132381E-06
27	238.545235397731	1.36909484863281	1.3177490234375	8.2061767578125E-07	1.883544921875E-06	-1.06292724609375E-06	1.0813680546562E-06	1605801.5	1.28781891817198E-06
28	238.595235397605	1.36405944824219	1.31256103515625	7.977294921875E-07	1.88629150390625E-06	-1.08856201171875E-06	1.04706862202875E-06	1645371.125	1.32827756260667E-06
29	238.645235397479	1.35902404785156	1.30767822265625	7.74230957031249E-07	1.8914794921875E-06	-1.11724853515625E-06	1.01244495454011E-06	1689002.75	1.36757660129661E-06
30	238.695235397352	1.35398864746094	1.30218505859375	7.45544433593751E-07	1.89697265625E-06	-1.15142822265625E-06	9.70836822489218E-07	1746623	1.40557096983684E-06
31	238.745235397226	1.34895324707031	1.297607421875	7.183837890625E-07	1.90399169921875E-06	-1.18560791015625E-06	9.32180114432413E-07	1806287.25	1.44216915032303E-06
32	238.7952353971	1.34391784667969	1.29241943359375	6.87255859375E-07	1.9091796875E-06	-1.221923828125E-06	8.88222814410256E-07	1880550.625	1.47731009292329E-06
33	238.845235396974	1.33888244628906	1.2872314453125	6.5338134765625E-07	1.920166015625E-06	-1.26678466796875E-06	8.4105300857118E-07	1970107.5	1.510826109552E-06
34	238.895235396848	1.33384704589844	1.28173828125	6.201171875E-07	1.92901611328125E-06	-1.30889892578125E-06	7.94827940353571E-07	2066929.125	1.54266354002175E-06
35	238.945235396721	1.32881164550781	1.2774658203125	5.865478515625E-07	1.939697265625E-06	-1.3531494140625E-06	7.49294827073754E-07	2177939.75	1.5728301150375E-06
36	238.995235396595	1.32377624511719	1.2725830078125	5.54504394531249E-07	1.951904296875E-06	-1.39739990234375E-06	7.05652837496018E-07	2294991.75	1.60135641635861E-06
37	239.045235396469	1.31874084472656	1.26708984375	5.230712890625E-07	1.964111328125E-06	-1.4410400390625E-06	6.62778290916322E-07	2422403.75	1.6282958767988E-06
38	239.095235396343	1.31370544433594	1.26220703125	4.931640625E-07	1.97723388671875E-06	-1.48406982421875E-06	6.22475170075631E-07	2559406	1.65370170179813E-06
39	239.145235396216	1.30867004394531	1.25640869140625	4.6356201171875E-07	1.98883056640625E-06	-1.5252685546875E-06	5.82423353989725E-07	2710335.75	1.67761993452586E-06
40	239.19523539609	1.30363464355469	1.2518310546875	4.35791015625001E-07	2.000732421875E-06	-1.56494140625E-06	5.45536693152826E-07	2872549	1.70010366673523E-06
41	239.245235395964	1.29859924316406	1.2469482421875	4.1015625E-07	2.012939453125E-06	-1.602783203125E-06	5.11443602135842E-07	3040178.5	1.72125237440923E-06
42	239.295235395838	1.29356384277344	1.2420654296875	3.8787841796875E-07	2.02239990234375E-06	-1.634521484375E-06	4.81770371152379E-07	3202203.25	1.741203277561E-06
43	239.345235395711	1.28852844238281	1.2371826171875	3.70178222656251E-07	2.032470703125E-06	-1.66229248046875E-06	4.57978046597418E-07	3342127	1.76015464603552E-06
44	239.395235395585	1.28349304199219	1.23199462890625	3.558349609375E-07	2.04071044921875E-06	-1.68487548828125E-06	4.38386734913365E-07	3462264.25	1.77830497705145E-06
45	239.445235395459	1.27845764160156	1.22711181640625	3.3905029296875E-07	2.0477294921875E-06	-1.70867919921875E-06	4.16052586160731E-07	3619262.25	1.79567712166318E-06
46	239.495235395333	1.27342224121094	1.221923828125	3.30810546875E-07	2.0513916015625E-06	-1.7205810546875E-06	4.04225289685201E-07	3693727	1.81242364760692E-06
47	239.545235395206	1.26838684082031	1.21673583984375	3.204345703125E-07	2.05474853515625E-06	-1.73431396484375E-06	3.89884206697388E-07	3797143	1.82870473963703E-06
48	239.59523539508	1.26335144042969	1.212158203125	3.14941406249999E-07	2.05291748046875E-06	-1.73797607421875E-06	3.81758781031749E-07	3848837.5	1.84458917829033E-06
