Potential - Start -0.2 V, Upper Vertex 1.5 V, Lower Vertex -0.2 V, Stop -0.19 V; Scan - # end cross 5, Rate 0.1 Vps, Step 0.01 V 
Scan	Index	Time (s)	Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)	WE(1).Power (W)	WE(1).Resistance (Ω)	WE(1).Charge (C)
1	1	68.9016138260401	-0.189971923828125	-0.189788818359375	-1.373291015625E-07	2.60635264481834E-08	1382000	0
1	2	69.0023218257859	-0.179901123046875	-0.1798095703125	-1.0955810546875E-07	1.96995948442691E-08	1641225.75	-1.2431757845377E-08
1	3	69.1030298255316	-0.169830322265625	-0.169677734375	-8.75854492187494E-08	1.48613006345499E-08	1937282.25	-2.23587246495072E-08
1	4	69.2037378252774	-0.159759521484375	-0.159637451171875	-6.92749023437495E-08	1.10588693758018E-08	2304405.25	-3.02572686905478E-08
1	5	69.3044458250231	-0.149688720703125	-0.14959716796875	-5.21850585937497E-08	7.8067365905099E-09	2866666.75	-3.63732652886029E-08
1	6	69.4051538247688	-0.139617919921875	-0.1395263671875	-3.63159179687503E-08	5.06702813041215E-09	3842016.75	-4.08296436660294E-08
1	7	69.5058618245146	-0.129547119140625	-0.129486083984375	-2.13623046875E-08	2.76612110994279E-09	6061429	-4.37339728875941E-08
1	8	69.6065698242603	-0.119476318359375	-0.119384765625	-6.40869140624972E-09	7.65100094390903E-10	18628572	-4.51323529659931E-08
1	9	69.707277824006	-0.109405517578125	-0.109222412109375	9.1552734375E-09	-9.99961002889904E-10	-11930001	-4.49940529279047E-08
1	10	69.8079858237518	-0.099334716796875	-0.09918212890625	2.53295898437506E-08	-2.51224263614347E-09	-3915662.75	-4.32576001685447E-08
1	11	69.9086938234975	-0.089263916015625	-0.08917236328125	4.33349609374994E-08	-3.86428089527158E-09	-2057746.5	-3.9800067241913E-08
1	12	70.0094018232433	-0.079193115234375	-0.079132080078125	6.43920898437497E-08	-5.09548003790883E-09	-1228910	-3.4375577939727E-08
1	13	70.110109822989	-0.069122314453125	-0.069061279296875	9.12475585937503E-08	-6.30167296122863E-09	-756856.1875	-2.65384993980433E-08
1	14	70.2108178227347	-0.059051513671875	-0.0589599609375	1.24511718750001E-07	-7.34120586542986E-09	-473529.4375	-1.56741570833674E-08
1	15	70.3115258224805	-0.048980712890625	-0.0488555908203125	1.678466796875E-07	-8.20024848025014E-09	-291072.71875	-9.52742884585689E-10
1	16	70.4122338222262	-0.038909912109375	-0.038787841796875	2.24914550781249E-07	-8.72394956275002E-09	-172455.90625	1.88243554077872E-08
1	17	70.5129418219719	-0.028839111328125	-0.028692626953125	3.0364990234375E-07	-8.71251337741796E-09	-94492.46875	4.54396911209187E-08
1	18	70.6136498217177	-0.018768310546875	-0.01861572265625	4.06494140624999E-07	-7.5671824362189E-09	-45795.796875	8.11982800996702E-08
1	19	70.7143578214634	-0.008697509765625	-0.00855102539062499	5.37719726562499E-07	-4.59805482577735E-09	-15902.384765625	1.28743224081518E-07
1	20	70.8150658212091	0.001373291015625	0.00150451660156251	7.0068359375E-07	1.05419006857232E-09	2147.21264648438	1.91101790392167E-07
1	21	70.9157738209549	0.011444091796875	0.0115234375	8.96301269531249E-07	1.03284714114693E-08	12856.6572265625	2.71516370276004E-07
1	22	71.0164818207006	0.021514892578125	0.0216217041015625	1.10870361328125E-06	2.3972061669042E-08	19501.7890625	3.72476364418617E-07
1	23	71.1171898204464	0.031585693359375	0.031689453125	1.32232666015625E-06	4.19038101995284E-08	23964.921875	4.94888467983401E-07
1	24	71.2178978201921	0.041656494140625	0.0417633056640625	1.514892578125E-06	6.32669241440453E-08	27568.494140625	6.37753828414134E-07
1	25	71.3186058199378	0.051727294921875	0.051727294921875	1.6656494140625E-06	8.61595381707048E-08	31055.33203125	7.97906807292748E-07
1	26	71.4193138196836	0.061798095703125	0.061798095703125	1.76544189453125E-06	1.09100945167029E-07	35004.3203125	9.70675955613842E-07
1	27	71.5200218194293	0.071868896484375	0.0718994140625	1.8115234375E-06	1.30247471474831E-07	39690.02734375	1.15079046736355E-06
1	28	71.620729819175	0.081939697265625	0.081939697265625	1.81182861328125E-06	1.48460685522878E-07	45224.859375	1.33324078888108E-06
1	29	71.7214378189208	0.092010498046875	0.092041015625	1.7791748046875E-06	1.63757050586355E-07	51732.41796875	1.51406209170091E-06
1	30	71.8221458186665	0.102081298828125	0.10205078125	1.7266845703125E-06	1.76209510982517E-07	59102.15625	1.69059615018341E-06
1	31	71.9228538184122	0.112152099609375	0.11224365234375	1.66656494140625E-06	1.87061331757832E-07	67350.3046875	1.86145985026087E-06
1	32	72.023561818158	0.122222900390625	0.122314453125	1.6033935546875E-06	1.96118207895779E-07	76284.734375	2.02611545319087E-06
1	33	72.1242698179037	0.132293701171875	0.132293701171875	1.541748046875E-06	2.03963551825836E-07	85807.6015625	2.18448576561059E-06
1	34	72.2249778176495	0.142364501953125	0.142425537109375	1.484375E-06	2.114128960784E-07	95949.8359375	2.33686319006665E-06
1	35	72.3256858173952	0.152435302734375	0.15240478515625	1.4312744140625E-06	2.18133067164672E-07	106481.875	2.483677917553E-06
1	36	72.4263938171409	0.162506103515625	0.162567138671875	1.38397216796875E-06	2.2498839769014E-07	117464.1640625	2.62543676399218E-06
1	37	72.5271018168867	0.172576904296875	0.172607421875	1.34124755859375E-06	2.31509275749886E-07	128691.6953125	2.76266246146406E-06
1	38	72.6278098166324	0.182647705078125	0.182647705078125	1.30401611328125E-06	2.38175545064223E-07	140065.53125	2.89586205326486E-06
1	39	72.7285178163781	0.192718505859375	0.1927490234375	1.26983642578125E-06	2.44759718270871E-07	151790.4375	3.02546573038853E-06
1	40	72.8292258161239	0.202789306640625	0.2027587890625	1.2396240234375E-06	2.51344658863673E-07	163564.75	3.15182728627406E-06
1	41	72.9299338158696	0.212860107421875	0.212860107421875	1.21185302734375E-06	2.57955178994962E-07	175648.453125	3.27526890941954E-06
1	42	73.0306418156154	0.222930908203125	0.2230224609375	1.18743896484375E-06	2.64825558815573E-07	187818.046875	3.39608277499792E-06
1	43	73.1313498153611	0.233001708984375	0.2330322265625	1.1651611328125E-06	2.7152006509823E-07	200000.015625	3.51454559677222E-06
1	44	73.2320578151068	0.243072509765625	0.243072509765625	1.1444091796875E-06	2.78174383083751E-07	212400.015625	3.63084177479323E-06
1	45	73.3327658148526	0.253143310546875	0.25311279296875	1.1260986328125E-06	2.8502995519375E-07	224769.65625	3.74517094314797E-06
1	46	73.4334738145983	0.263214111328125	0.263214111328125	1.1090087890625E-06	2.91906758320692E-07	237341.78125	3.85771727451356E-06
1	47	73.534181814344	0.273284912109375	0.27325439453125	1.0931396484375E-06	2.98705202794736E-07	249972.078125	3.96860423279577E-06
1	48	73.6348898140898	0.283355712890625	0.2833251953125	1.0784912109375E-06	3.05563730762515E-07	262705.15625	4.07795459977933E-06
1	49	73.7355978138355	0.293426513671875	0.29345703125	1.065673828125E-06	3.12729468987527E-07	275372.28125	4.18592208006885E-06
1	50	73.8363058135812	0.303497314453125	0.303497314453125	1.0528564453125E-06	3.19539083193376E-07	288260.875	4.2925985326292E-06
1	51	73.937013813327	0.313568115234375	0.31365966796875	1.04156494140625E-06	3.26696920183167E-07	301142.6875	4.39806080976268E-06
1	52	74.0377218130727	0.323638916015625	0.3236083984375	1.03118896484375E-06	3.33701393628871E-07	313820.65625	4.50243260274874E-06
1	53	74.1384298128185	0.333709716796875	0.333648681640625	1.021728515625E-06	3.40898367312548E-07	326553.15625	4.60580486105755E-06
1	54	74.2391378125642	0.343780517578125	0.343780517578125	1.0125732421875E-06	3.48102929592642E-07	339511.78125	4.70824033982353E-06
1	55	74.3398458123099	0.353851318359375	0.35382080078125	1.00433349609375E-06	3.55354075054493E-07	352294.125	4.80979952044436E-06
1	56	74.4405538120557	0.363922119140625	0.363922119140625	9.967041015625E-07	3.6272265901971E-07	365125.53125	4.91055970996968E-06
1	57	74.5412618118014	0.373992919921875	0.373992919921875	9.9029541015625E-07	3.70363437696142E-07	377657.96875	5.01061322211172E-06
1	58	74.6419698115471	0.384063720703125	0.384033203125	9.83581542968751E-07	3.7772798577862E-07	390443.6875	5.11000598635292E-06
1	59	74.7426778112929	0.394134521484375	0.39410400390625	9.783935546875E-07	3.85588833751171E-07	402807.21875	5.2087989388383E-06
1	60	74.8433858110386	0.404205322265625	0.404205322265625	9.735107421875E-07	3.9349822600343E-07	415203.75	5.30708530277479E-06
1	61	74.9440938107844	0.414276123046875	0.41424560546875	9.6893310546875E-07	4.01376297531897E-07	427527.53125	5.40489509148756E-06
1	62	75.0448018105301	0.424346923828125	0.424346923828125	9.6435546875E-07	4.09221257768877E-07	440031.65625	5.50224376638653E-06
1	63	75.1455098102758	0.434417724609375	0.434356689453125	9.6038818359375E-07	4.17151028386797E-07	452272	5.59916270503891E-06
1	64	75.2462178100216	0.444488525390625	0.44451904296875	9.57336425781249E-07	4.2555424784041E-07	464329	5.69572739550495E-06
1	65	75.3469258097673	0.454559326171875	0.454559326171875	9.5367431640625E-07	4.33501554653049E-07	476640	5.79195466343663E-06
1	66	75.447633809513	0.464630126953125	0.464630126953125	9.503173828125E-07	4.41546092133649E-07	488921	5.88782813792932E-06
1	67	75.5483418092588	0.474700927734375	0.4747314453125	9.4757080078125E-07	4.49841621730229E-07	500998.40625	5.98339465796016E-06
1	68	75.6490498090045	0.484771728515625	0.48480224609375	9.4482421875E-07	4.58052880958348E-07	513113.71875	6.07868423685431E-06
1	69	75.7497578087502	0.494842529296875	0.49481201171875	9.429931640625E-07	4.66604348048349E-07	524724.9375	6.17374325884157E-06
1	70	75.850465808496	0.504913330078125	0.504913330078125	9.41162109375E-07	4.75205297334469E-07	536478.625	6.26861810815171E-06
1	71	75.9511738082417	0.514984130859375	0.514923095703125	9.3994140625E-07	4.83997553146764E-07	547824.6875	6.36333925285726E-06
1	72	76.0518818079875	0.525054931640625	0.5250244140625	9.3902587890625E-07	4.93011498292617E-07	559116	6.45795262244064E-06
1	73	76.1525898077332	0.535125732421875	0.535125732421875	9.38720703125E-07	5.02333591612114E-07	570058.5	6.55250460113166E-06
1	74	76.2532978074789	0.545196533203125	0.545135498046875	9.38720703125E-07	5.11729979280062E-07	580721.75	6.6470415731601E-06
1	75	76.3540058072247	0.555267333984375	0.555267333984375	9.381103515625E-07	5.20902005973767E-07	591899.8125	6.74154716762132E-06
1	76	76.4547138069704	0.565338134765625	0.56536865234375	9.3902587890625E-07	5.30895817973942E-07	602079.9375	6.83606867823983E-06
1	77	76.5554218067161	0.575408935546875	0.575439453125	9.39331054687501E-07	5.40528105830163E-07	612605.625	6.9306515797507E-06
1	78	76.6561298064619	0.585479736328125	0.585479736328125	9.3994140625E-07	5.50316656244831E-07	622889.625	7.02528041074402E-06
1	79	76.7568378062076	0.595550537109375	0.59552001953125	9.417724609375E-07	5.60844341634947E-07	632339.625	7.12003202352207E-06
1	80	76.8575458059534	0.605621337890625	0.6055908203125	9.4329833984375E-07	5.71252769532293E-07	641992.9375	7.21495280231466E-06
1	81	76.9582538056991	0.615692138671875	0.615631103515625	9.442138671875E-07	5.81287451950629E-07	652003.875	7.30999681763933E-06
1	82	77.0589618054448	0.625762939453125	0.62567138671875	9.4635009765625E-07	5.92104186125653E-07	661141.5625	7.40519408282125E-06
1	83	77.1596698051906	0.635833740234375	0.6357421875	9.48486328125001E-07	6.02992770382116E-07	670270.25	7.5006068982475E-06
1	84	77.2603778049363	0.645904541015625	0.6458740234375	9.503173828125E-07	6.13785289260704E-07	679640.3125	7.59621934776078E-06
1	85	77.361085804682	0.655975341796875	0.655853271484375	9.5367431640625E-07	6.25470420345664E-07	687712	7.69209236750612E-06
1	86	77.4617938044278	0.666046142578125	0.666015625	9.56115722656251E-07	6.3678800188427E-07	696584.75	7.78825869929278E-06
1	87	77.5625018041735	0.676116943359375	0.676025390625	9.58862304687499E-07	6.48215234377858E-07	705028.625	7.88468514656415E-06
1	88	77.6632098039192	0.686187744140625	0.68609619140625	9.625244140625E-07	6.60384330330999E-07	712809.125	7.98143446445465E-06
1	89	77.763917803665	0.696258544921875	0.696136474609375	9.65576171875E-07	6.72172802751447E-07	720954.5	8.07852211437421E-06
1	90	77.8646258034107	0.706329345703125	0.706146240234375	9.6893310546875E-07	6.84208487200522E-07	728787.375	8.1759326349129E-06
1	91	77.9653338031565	0.716400146484375	0.716339111328125	9.72595214843749E-07	6.967080139475E-07	736523.375	8.27369603939587E-06
1	92	78.0660418029022	0.726470947265625	0.72637939453125	9.7625732421875E-07	7.09133189502609E-07	744045.0625	8.37182869872777E-06
1	93	78.1667498026479	0.736541748046875	0.736419677734375	9.80529785156251E-07	7.22081438198074E-07	751042.6875	8.47036062623374E-06
1	94	78.2674578023937	0.746612548828125	0.746490478515625	9.85107421875001E-07	7.35373248517135E-07	757775.75	8.56933820614358E-06
1	95	78.3681658021394	0.756683349609375	0.75714111328125	9.89379882812499E-07	7.49100138364156E-07	765268.375	8.6687614384573E-06
1	96	78.4688738018851	0.766754150390625	0.76690673828125	9.94262695312501E-07	7.62506772389315E-07	771332.125	8.76864578458481E-06
1	97	78.5695818016309	0.776824951171875	0.77667236328125	9.9853515625E-07	7.75534658714605E-07	777811.75	8.86899124452611E-06
1	98	78.6702898013766	0.786895751953125	0.78704833984375	1.00250244140625E-06	7.89017917668389E-07	785083.6875	8.96975143405143E-06
1	99	78.7709978011223	0.796966552734375	0.79742431640625	1.00830078125E-06	8.04043509106123E-07	790859.625	9.07100366021041E-06
1	100	78.8717058008681	0.807037353515625	0.8074951171875	1.01226806640625E-06	8.17401542008156E-07	797708.75	9.17274701350834E-06
1	101	78.9724138006138	0.817108154296875	0.81695556640625	1.01654052734375E-06	8.30468422918784E-07	803662.5625	9.27490600588499E-06
1	102	79.0731218003596	0.827178955078125	0.82733154296875	1.02142333984375E-06	8.45055694753682E-07	809979.125	9.37752611207543E-06
1	103	79.1738298001053	0.837249755859375	0.83740234375	1.025390625E-06	8.58664463976311E-07	816666.6875	9.48059096117504E-06
1	104	79.274537799851	0.847320556640625	0.84808349609375	1.0296630859375E-06	8.73240253440599E-07	823651.5	9.58407144935336E-06
1	105	79.3752457995968	0.857391357421875	0.8575439453125	1.033935546875E-06	8.86645125319774E-07	829397.875	9.68798121903092E-06
