Potential - Start -0.205 V, Stop 1.505 V, Step 0.005 V; Modulation - Amplitude 0.05 V, Time 0.025 s, Interval time 0.05 s
Index	Base.Time (s)	Potential applied (V)	WE(1).Base.Potential (V)	WE(1).Base.Current (A)	WE(1).Pulse.Current (A)	WE(1).δ.Current (A)	WE(1).Base.Power (W)	WE(1).Base.Resistance (Ω)	WE(1).Base.Charge (C)
1	117.664934702925	-0.204925537109375		-5.0323486328125E-07	1.68457031249999E-07	6.7169189453125E-07	1.03048883204337E-07	406913.28125	0
2	117.714934702798	-0.19989013671875		-6.76879882812501E-07	1.44042968749999E-07	8.209228515625E-07	1.35177671722886E-07	295040.5625	-2.95028677044229E-08
3	117.764934702672	-0.194854736328125		-6.732177734375E-07	1.53198242187499E-07	8.26416015624999E-07	1.31097493749621E-07	289256.59375	-6.32553067703157E-08
4	117.814934702546	-0.1898193359375		-6.59790039062499E-07	1.6754150390625E-07	8.2733154296875E-07	1.25160369179866E-07	287511.5625	-9.65805071473369E-08
5	117.86493470242	-0.184783935546875		-6.44836425781251E-07	1.8310546875E-07	8.27941894531251E-07	1.19076695170861E-07	286370.09375	-1.29196166653855E-07
6	117.914934702293	-0.17974853515625		-6.31103515625001E-07	1.99279785156251E-07	8.30383300781251E-07	1.13324368555823E-07	284526.125	-1.61094661166317E-07
7	117.964934702167	-0.174713134765625		-6.1798095703125E-07	2.15759277343749E-07	8.33740234374999E-07	1.07875095523013E-07	282469.125	-1.92321778058613E-07
8	118.014934702041	-0.169677734375		-6.06384277343749E-07	2.33154296875E-07	8.3953857421875E-07	1.02834391668694E-07	279667.84375	-2.22930907511909E-07
9	118.064934701915	-0.164642333984375		-5.9539794921875E-07	2.51159667968751E-07	8.465576171875E-07	9.79731922257088E-08	276371.09375	-2.5297546812908E-07
10	118.114934701788	-0.15960693359375		-5.859375E-07	2.70996093750001E-07	8.56933593750001E-07	9.34660420170985E-08	272239.59375	-2.82508835880435E-07
11	118.164934701662	-0.154571533203125		-5.77392578124999E-07	2.92053222656249E-07	8.69445800781249E-07	8.9160344884931E-08	267441.875	-3.11592089019541E-07
12	118.214934701536	-0.1495361328125		-5.7037353515625E-07	3.15246582031251E-07	8.85620117187501E-07	8.52218207114674E-08	261958.28125	-3.40286248956545E-07
13	118.26493470141	-0.144500732421875		-5.6427001953125E-07	3.40881347656249E-07	9.051513671875E-07	8.14685492400713E-08	255868.046875	-3.68652337101594E-07
14	118.314934701284	-0.13946533203125		-5.596923828125E-07	3.6956787109375E-07	9.2926025390625E-07	7.79893554181399E-08	248964.03125	-3.96751403286544E-07
15	118.364934701157	-0.134429931640625		-5.5755615234375E-07	4.02221679687501E-07	9.5977783203125E-07	7.48841699760305E-08	240886.71875	-4.24682610855598E-07
16	118.414934701031	-0.12939453125		-5.56640625E-07	4.40063476562499E-07	9.967041015625E-07	7.19752861755296E-08	232291.671875	-4.52537534556541E-07
17	118.464934700905	-0.124359130859375		-5.5877685546875E-07	4.82788085937499E-07	1.04156494140625E-06	6.94037396442582E-08	222282.921875	-4.80422954751702E-07
18	118.514934700779	-0.11932373046875		-5.62133789062499E-07	5.33447265625001E-07	1.0955810546875E-06	6.70072779485054E-08	212052.125	-5.08445737068541E-07
19	118.564934700652	-0.114288330078125		-5.6884765625E-07	5.91430664062501E-07	1.1602783203125E-06	6.49432081445411E-08	200697.421875	-5.36720278887515E-07
20	118.614934700526	-0.1092529296875		-5.79223632812501E-07	6.5887451171875E-07	1.23809814453125E-06	6.31934966577319E-08	188356.15625	-5.65422055842646E-07
