Potential,Current,Normalized_Potential,Normalized_Current
1.50497436523438,6.84509277343749e-07,1.47537231445313,0.10682478449302266
1.49993896484375,7.2906494140625e-07,1.4703369140625,0.11377815878458829
1.49490356445313,7.08312988281251e-07,1.46530151367188,0.11053960089536617
1.4898681640625,6.86035156249999e-07,1.46026611328125,0.10706291374958313
1.48483276367188,6.6375732421875e-07,1.45523071289063,0.10358622660380054
1.47979736328125,6.439208984375e-07,1.4501953125,0.10049054626851456
1.47476196289063,6.256103515625e-07,1.44515991210938,0.09763299518978903
1.4697265625,6.0882568359375e-07,1.44012451171875,0.09501357336762395
1.46469116210938,5.9478759765625e-07,1.43508911132813,0.09282278420726771
1.45965576171875,5.80749511718751e-07,1.4300537109375,0.09063199504691162
1.45462036132813,5.682373046875e-07,1.42501831054688,0.0886793351431157
1.4495849609375,5.5694580078125e-07,1.41998291015625,0.08691717864456827
1.44454956054688,5.47180175781251e-07,1.41494750976563,0.08539315140258148
1.43951416015625,5.3741455078125e-07,1.409912109375,0.08386912416059437
1.43447875976563,5.30090332031251e-07,1.40487670898438,0.08272610372910431
1.429443359375,5.230712890625e-07,1.39984130859375,0.08163070914892603
1.42440795898438,5.1605224609375e-07,1.39480590820313,0.08053531456874792
1.41937255859375,5.10864257812499e-07,1.3897705078125,0.0797256750964422
1.41433715820313,5.05981445312499e-07,1.38473510742188,0.07896366147544871
1.4093017578125,5.01708984375001e-07,1.37969970703125,0.07829689955707975
1.40426635742188,4.9713134765625e-07,1.37466430664063,0.0775825117873982
1.39923095703125,4.9407958984375e-07,1.36962890625,0.07710625327427728
1.39419555664063,4.91638183593751e-07,1.36459350585938,0.0767252464637807
1.38916015625,4.8797607421875e-07,1.35955810546875,0.07615373624803544
1.38412475585938,4.85839843749999e-07,1.35452270507813,0.07582035528885064
1.37908935546875,4.840087890625e-07,1.3494873046875,0.07553460018097824
1.37405395507813,4.82788085937499e-07,1.34445190429688,0.0753440967757297
1.3690185546875,4.81567382812501e-07,1.33941650390625,0.07515359337048166
1.36398315429688,4.8095703125e-07,1.33438110351563,0.07505834166785731
1.35894775390625,4.80041503906249e-07,1.329345703125,0.07491546411392087
1.35391235351563,4.79736328124999e-07,1.32431030273438,0.07486783826260879
1.348876953125,4.791259765625e-07,1.31927490234375,0.07477258655998476
1.34384155273438,4.79431152343751e-07,1.31423950195313,0.07482021241129701
1.33880615234375,4.8004150390625e-07,1.3092041015625,0.07491546411392104
1.33377075195313,4.8065185546875e-07,1.30416870117188,0.07501071581654523
1.3287353515625,4.80041503906251e-07,1.29913330078125,0.07491546411392119
1.32369995117188,4.8095703125e-07,1.29409790039063,0.07505834166785731
1.31866455078125,4.8187255859375e-07,1.2890625,0.07520121922179358
1.31362915039063,4.8248291015625e-07,1.28402709960938,0.07529647092441778
1.30859375,4.833984375e-07,1.27899169921875,0.07543934847835405
1.30355834960938,4.84313964843751e-07,1.27395629882813,0.07558222603229049
1.29852294921875,4.852294921875e-07,1.2689208984375,0.07572510358622661
1.29348754882813,4.864501953125e-07,1.26388549804688,0.07591560699147497
1.2884521484375,4.8736572265625e-07,1.25885009765625,0.07605848454541125
1.28341674804688,4.88586425781251e-07,1.25381469726563,0.07624898795065976
1.27838134765625,4.901123046875e-07,1.248779296875,0.0764871172072201
1.27334594726563,4.913330078125e-07,1.24374389648438,0.07667762061246845
1.268310546875,4.92248535156251e-07,1.23870849609375,0.07682049816640489
1.26327514648438,4.94384765625e-07,1.23367309570313,0.07715387912558937
1.25823974609375,4.9591064453125e-07,1.2286376953125,0.07739200838214984
1.25320434570313,4.96826171874999e-07,1.22360229492188,0.07753488593608596
1.2481689453125,4.99267578125e-07,1.21856689453125,0.07791589274658285
1.24313354492188,5.01098632812501e-07,1.21353149414063,0.07820164785445555
1.23809814453125,5.04150390625001e-07,1.20849609375,0.07867790636757648
1.23306274414063,5.05981445312499e-07,1.20346069335938,0.07896366147544871
1.22802734375,5.0933837890625e-07,1.19842529296875,0.07948754583988189
1.22299194335938,5.12084960937499e-07,1.19338989257813,0.07991617850169057
1.21795654296875,5.16357421875001e-07,1.1883544921875,0.08058294042006017
1.21292114257813,5.2001953125e-07,1.18331909179688,0.08115445063580512
1.2078857421875,5.2398681640625e-07,1.17828369140625,0.08177358670286232
1.20285034179688,5.2947998046875e-07,1.17324829101563,0.08263085202647998
1.19781494140625,5.34973144531249e-07,1.168212890625,0.08348811735009748
1.19277954101563,5.413818359375e-07,1.16317749023438,0.08448826022765157
1.187744140625,5.4901123046875e-07,1.15814208984375,0.08567890651045387
1.18270874023438,5.57861328124999e-07,1.15310668945313,0.08706005619850439
1.17767333984375,5.68237304687501e-07,1.1480712890625,0.08867933514311584
1.17263793945313,5.79223632812501e-07,1.14303588867188,0.09039386579035116
1.1676025390625,5.9234619140625e-07,1.13800048828125,0.09244177739677097
1.16256713867188,6.08215332031249e-07,1.13296508789063,0.09491832166499961
1.15753173828125,6.27441406250001e-07,1.1279296875,0.09791875029766173
1.15249633789063,6.49108886718751e-07,1.12289428710938,0.10130018574082027
1.1474609375,6.74743652343751e-07,1.11785888671875,0.10530075725103602
1.14242553710938,7.05261230468751e-07,1.11282348632813,0.11006334238224524
1.13739013671875,7.3974609375e-07,1.1077880859375,0.11544506358051151
1.13235473632813,7.818603515625e-07,1.10275268554688,0.12201743106158024
1.1273193359375,8.306884765625e-07,1.09771728515625,0.129637567271515
1.12228393554688,8.89892578125001e-07,1.09268188476563,0.13887698242606103
1.11724853515625,9.5703125e-07,1.087646484375,0.14935466971472117
