Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	210.034655469713	-0.499954223632813	-0.450164794921875	-2.99072265625006E-08	-2.635498046875E-06	2.6055908203125E-06	1.34631807924279E-08	15052041	0
2	210.084655469587	-0.494918823242188	-0.4451904296875	1.231689453125E-06	-2.42279052734375E-06	3.65447998046875E-06	-5.48336345218559E-07	-361446.96875	3.0044557064457E-08
3	210.134655469461	-0.489883422851563	-0.439971923828125	1.328125E-06	-2.318115234375E-06	3.646240234375E-06	-5.84337726650119E-07	-331272.96875	9.40399189630625E-08
4	210.184655469335	-0.484848022460938	-0.435028076171875	1.35986328125E-06	-2.24273681640625E-06	3.60260009765625E-06	-5.91578725561703E-07	-319905.75	1.61239626095266E-07
5	210.234655469209	-0.479812622070313	-0.429931640625	1.39007568359375E-06	-2.17864990234375E-06	3.5687255859375E-06	-5.9763749504782E-07	-309286.5	2.29988103228607E-07
6	210.284655469082	-0.474777221679688	-0.424713134765625	1.409912109375E-06	-2.12677001953125E-06	3.53668212890625E-06	-5.98808185259259E-07	-301233.78125	2.99987789276202E-07
7	210.334655468956	-0.469741821289063	-0.419891357421875	1.436767578125E-06	-2.08221435546875E-06	3.51898193359375E-06	-6.03286252953694E-07	-292247.25	3.71154783351813E-07
8	210.38465546883	-0.464706420898438	-0.414703369140625	1.4593505859375E-06	-2.04498291015625E-06	3.50433349609375E-06	-6.0519755606947E-07	-284169.8125	4.43557723883714E-07
9	210.434655468704	-0.459671020507813	-0.40960693359375	1.47918701171875E-06	-2.010498046875E-06	3.48968505859375E-06	-6.05885247750848E-07	-276913.5625	5.17021192081302E-07
10	210.484655468577	-0.454635620117188	-0.40472412109375	1.50299072265625E-06	-1.98150634765625E-06	3.4844970703125E-06	-6.08296602422342E-07	-269279.1875	5.91575599173666E-07
11	210.534655468451	-0.449600219726563	-0.399627685546875	1.5240478515625E-06	-1.9537353515625E-06	3.477783203125E-06	-6.09051710398489E-07	-262214.65625	6.67251583763573E-07
