Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	235.556967405276	1.50001525878906	1.448974609375	1.546630859375E-06	2.42462158203125E-06	-8.77990722656249E-07	2.24102882384614E-06	936858.6875	0
2	235.60696740515	1.49497985839844	1.4434814453125	1.3970947265625E-06	2.39501953125E-06	-9.979248046875E-07	2.01668035515468E-06	1033202.3125	7.35931422468639E-08
3	235.656967405023	1.48994445800781	1.43798828125	1.38580322265625E-06	2.37396240234375E-06	-9.88159179687501E-07	1.99276882995036E-06	1037656.9375	1.43165593158301E-07
4	235.706967404897	1.48490905761719	1.43341064453125	1.380615234375E-06	2.354736328125E-06	-9.74121093749999E-07	1.97898862097645E-06	1038240.5	2.12326042969835E-07
5	235.756967404771	1.47987365722656	1.42852783203125	1.37542724609375E-06	2.33734130859375E-06	-9.61914062500001E-07	1.96483620129584E-06	1038606.625	2.81227102050252E-07
6	235.806967404645	1.47483825683594	1.42303466796875	1.368408203125E-06	2.320556640625E-06	-9.521484375E-07	1.94729227587231E-06	1039919.6875	3.4982301144737E-07
7	235.856967404518	1.46980285644531	1.41815185546875	1.36016845703125E-06	2.30438232421875E-06	-9.442138671875E-07	1.92892548511736E-06	1042629.625	4.18037416238803E-07
8	235.906967404392	1.46476745605469	1.41326904296875	1.35345458984375E-06	2.288818359375E-06	-9.3536376953125E-07	1.91279536920774E-06	1044193.9375	4.85877990286099E-07
9	235.956967404266	1.45973205566406	1.4080810546875	1.3470458984375E-06	2.27386474609375E-06	-9.26818847656249E-07	1.89674983630539E-06	1045310.375	5.53390520963148E-07
10	236.00696740414	1.45469665527344	1.4031982421875	1.3372802734375E-06	2.26043701171875E-06	-9.2315673828125E-07	1.87646924132423E-06	1049292.625	6.20498667558422E-07
