Index	Forward.Time (s)	Potential applied (V)	WE(1).Forward.Potential (V)	WE(1).Forward.Current (A)	WE(1).Backward.Current (A)	WE(1).δ.Current (A)	WE(1).Forward.Power (W)	WE(1).Forward.Resistance (Ω)	WE(1).Forward.Charge (C)
1	209.735693470468	-0.499954223632813	-0.449859619140625	-4.76074218749997E-08	-2.60772705078125E-06	2.56011962890625E-06	2.14166568923702E-08	9449359	0
2	209.785693470342	-0.494918823242188	-0.444915771484375	1.12945556640625E-06	-2.39288330078125E-06	3.5223388671875E-06	-5.02512591538107E-07	-393920.5625	2.7046203499026E-08
3	209.835693470216	-0.489883422851563	-0.43975830078125	1.22894287109375E-06	-2.28271484375E-06	3.51165771484375E-06	-5.40437838481012E-07	-357834.625	8.60061604157636E-08
4	209.88569347009	-0.484848022460938	-0.43475341796875	1.2615966796875E-06	-2.19757080078125E-06	3.45916748046875E-06	-5.4848345598657E-07	-344605.71875	1.48269649002941E-07
5	209.935693469963	-0.479812622070313	-0.429931640625	1.2884521484375E-06	-2.12860107421875E-06	3.41705322265625E-06	-5.53946335912769E-07	-333680.71875	2.12020864864826E-07
6	209.985693469837	-0.474777221679688	-0.4249267578125	1.31072998046875E-06	-2.07061767578125E-06	3.38134765625E-06	-5.56964266706927E-07	-324190.90625	2.77000424375728E-07
7	210.035693469711	-0.469741821289063	-0.419921875	1.33636474609375E-06	-2.01934814453125E-06	3.355712890625E-06	-5.61168747026386E-07	-314227	3.43177788408866E-07
8	210.085693469585	-0.464706420898438	-0.41485595703125	1.3604736328125E-06	-1.9757080078125E-06	3.336181640625E-06	-5.64400579605717E-07	-304934.96875	4.10598744338131E-07
9	210.135693469458	-0.459671020507813	-0.409881591796875	1.3812255859375E-06	-1.93695068359375E-06	3.31817626953125E-06	-5.661389081979E-07	-296752.125	4.79141249343229E-07
10	210.185693469332	-0.454635620117188	-0.4046630859375	1.4019775390625E-06	-1.9024658203125E-06	3.304443359375E-06	-5.67328584111237E-07	-288637.34375	5.48721288851084E-07
11	210.235693469206	-0.449600219726563	-0.399505615234375	1.4215087890625E-06	-1.875E-06	3.2965087890625E-06	-5.67900713122071E-07	-281043.375	6.19308480054315E-07
12	210.28569346908	-0.444564819335938	-0.39471435546875	1.44195556640625E-06	-1.84783935546875E-06	3.289794921875E-06	-5.69160533814284E-07	-273735.46875	6.90895035404537E-07
13	210.335693468953	-0.439529418945313	-0.389801025390625	1.45965576171875E-06	-1.82464599609375E-06	3.2843017578125E-06	-5.68975337955635E-07	-267049.96875	7.63435366479825E-07
14	210.385693468827	-0.434494018554688	-0.38446044921875	1.47857666015625E-06	-1.80450439453125E-06	3.2830810546875E-06	-5.68454254334938E-07	-260020.640625	8.36891160815867E-07
15	210.435693468701	-0.429458618164063	-0.379425048828125	1.497802734375E-06	-1.78802490234375E-06	3.28582763671875E-06	-5.68303846648632E-07	-253321.109375	9.11300617190136E-07
16	210.485693468575	-0.424423217773438	-0.374359130859375	1.51519775390625E-06	-1.7718505859375E-06	3.28704833984375E-06	-5.67228084946692E-07	-247069.5	9.86625650511996E-07
17	210.535693468448	-0.419387817382813	-0.369415283203125	1.5362548828125E-06	-1.75933837890625E-06	3.29559326171875E-06	-5.6751605370664E-07	-240464.84375	1.06291201973363E-06
18	210.585693468322	-0.414352416992188	-0.36456298828125	1.55426025390625E-06	-1.746826171875E-06	3.30108642578125E-06	-5.66625715237024E-07	-234557.25	1.14017484520446E-06
19	210.635693468196	-0.409317016601563	-0.3594970703125	1.56982421875E-06	-1.73828125E-06	3.30810546875E-06	-5.64347203635407E-07	-229004.65625	1.21827690691134E-06
20	210.68569346807	-0.404281616210938	-0.35418701171875	1.5887451171875E-06	-1.7291259765625E-06	3.31787109375E-06	-5.62712841656321E-07	-222935.09375	1.29724116959551E-06
21	210.735693467944	-0.399246215820313	-0.34918212890625	1.6070556640625E-06	-1.722412109375E-06	3.3294677734375E-06	-5.61155104605859E-07	-217280.671875	1.3771361864201E-06
22	210.785693467817	-0.394210815429688	-0.344207763671875	1.629638671875E-06	-1.715087890625E-06	3.3447265625E-06	-5.60934267923585E-07	-211217.234375	1.45805358897633E-06
23	210.835693467691	-0.389175415039063	-0.33935546875	1.6375732421875E-06	-1.71173095703125E-06	3.34930419921875E-06	-5.55719395833876E-07	-207230.71875	1.53973383021366E-06
24	210.885693467565	-0.384140014648438	-0.33441162109375	1.65863037109375E-06	-1.7047119140625E-06	3.36334228515625E-06	-5.54665291474521E-07	-201619.140625	1.62213893872831E-06
25	210.935693467439	-0.379104614257813	-0.3292236328125	1.67816162109375E-06	-1.7022705078125E-06	3.38043212890625E-06	-5.52490462268906E-07	-196181.140625	1.70555870226963E-06
26	210.985693467312	-0.374069213867188	-0.323974609375	1.6943359375E-06	-1.700439453125E-06	3.394775390625E-06	-5.48921832432825E-07	-191210.375	1.78987113486073E-06
27	211.035693467186	-0.369033813476563	-0.319122314453125	1.708984375E-06	-1.69952392578125E-06	3.40850830078125E-06	-5.45375030469586E-07	-186732.15625	1.87495413683791E-06
28	211.08569346706	-0.363998413085938	-0.314239501953125	1.7254638671875E-06	-1.69647216796875E-06	3.42193603515625E-06	-5.42208908882458E-07	-182118.859375	1.9608153252193E-06
29	211.135693466934	-0.358963012695313	-0.308990478515625	1.741943359375E-06	-1.69830322265625E-06	3.44024658203125E-06	-5.3824390988666E-07	-177382.625	2.04750062948733E-06
30	211.185693466807	-0.353927612304688	-0.304168701171875	1.75445556640625E-06	-1.6973876953125E-06	3.45184326171875E-06	-5.33650450051937E-07	-173369.28125	2.134910573659E-06
31	211.235693466681	-0.348892211914063	-0.29888916015625	1.77215576171875E-06	-1.69677734375E-06	3.46893310546875E-06	-5.29678175098525E-07	-168658.515625	2.22307585318049E-06
32	211.285693466555	-0.343856811523438	-0.293792724609375	1.78466796875E-06	-1.69830322265625E-06	3.48297119140625E-06	-5.24322445016878E-07	-164620.390625	2.3119964680518E-06
33	211.335693466429	-0.338821411132813	-0.288818359375	1.7987060546875E-06	-1.69891357421875E-06	3.49761962890625E-06	-5.19499280926539E-07	-160570.078125	2.40158078668173E-06
34	211.385693466302	-0.333786010742188	-0.283905029296875	1.81640625E-06	-1.700439453125E-06	3.516845703125E-06	-5.15686849666963E-07	-156300.40625	2.49195863943896E-06
35	211.435693466176	-0.328750610351563	-0.278900146484375	1.8280029296875E-06	-1.7022705078125E-06	3.5302734375E-06	-5.09830272221734E-07	-152570.953125	2.58306886280479E-06
36	211.48569346605	-0.323715209960938	-0.273895263671875	1.8414306640625E-06	-1.7034912109375E-06	3.544921875E-06	-5.043591499998E-07	-148740.46875	2.67480459115177E-06
37	211.535693465924	-0.318679809570313	-0.268707275390625	1.8536376953125E-06	-1.70501708984375E-06	3.55865478515625E-06	-4.98085910294321E-07	-144962.140625	2.76718128588982E-06
38	211.585693465797	-0.313644409179688	-0.263580322265625	1.86920166015625E-06	-1.70654296875E-06	3.57574462890625E-06	-4.92684762321005E-07	-141012.25	2.86025237983267E-06
39	211.635693465671	-0.308609008789063	-0.258514404296875	1.8792724609375E-06	-1.707763671875E-06	3.5870361328125E-06	-4.85818986817321E-07	-137560.90625	2.95396421279293E-06
40	211.685693465545	-0.303573608398438	-0.25341796875	1.89300537109375E-06	-1.7095947265625E-06	3.60260009765625E-06	-4.79721563806379E-07	-133870.703125	3.04827108266181E-06
41	211.735693465419	-0.298538208007813	-0.24853515625	1.903076171875E-06	-1.71112060546875E-06	3.61419677734375E-06	-4.72981326993249E-07	-130596.5390625	3.14317321681301E-06
42	211.785693465293	-0.293502807617188	-0.24365234375	1.9158935546875E-06	-1.7132568359375E-06	3.629150390625E-06	-4.66811968635739E-07	-127174.2578125	3.23864742313162E-06
43	211.835693465166	-0.288467407226563	-0.23870849609375	1.92535400390625E-06	-1.71478271484375E-06	3.64013671875E-06	-4.59598339830336E-07	-123981.6171875	3.3346784675814E-06
44	211.88569346504	-0.283432006835938	-0.23358154296875	1.93695068359375E-06	-1.715087890625E-06	3.65203857421875E-06	-4.52435926945327E-07	-120592.40625	3.4312361094635E-06
45	211.935693464914	-0.278396606445313	-0.228485107421875	1.944580078125E-06	-1.71875E-06	3.663330078125E-06	-4.44307545421907E-07	-117498.4375	3.52827441929549E-06
46	211.985693464788	-0.273361206054688	-0.2232666015625	1.95404052734375E-06	-1.71844482421875E-06	3.6724853515625E-06	-4.36271989201487E-07	-114258.9453125	3.62573996426363E-06
47	212.035693464661	-0.268325805664063	-0.218231201171875	1.9677734375E-06	-1.72088623046875E-06	3.68865966796875E-06	-4.29429547921245E-07	-110902.609375	3.72378531210416E-06
48	212.085693464535	-0.263290405273438	-0.213287353515625	1.976318359375E-06	-1.72271728515625E-06	3.69903564453125E-06	-4.21523708382665E-07	-107921.5546875	3.82238749807584E-06
49	212.135693464409	-0.258255004882813	-0.2081298828125	1.98089599609375E-06	-1.722412109375E-06	3.70330810546875E-06	-4.12283668538294E-07	-105068.5546875	3.92131778426119E-06
