Potential - Start -0.2 V, Upper Vertex 1.5 V, Lower Vertex -0.2 V, Stop -0.19 V; Scan - # end cross 5, Rate 0.1 Vps, Step 0.01 V 
Scan	Index	Time (s)	Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)	WE(1).Power (W)	WE(1).Resistance (Ω)	WE(1).Charge (C)
1	1	71.6926628189934	-0.189971923828125	-0.1898193359375	-1.63879394531249E-07	3.11074757064489E-08	1158286.75	0
1	2	71.7933708187392	-0.179901123046875	-0.179779052734375	-1.31835937499999E-07	2.37013395576469E-08	1363657.5	-1.48904497621061E-08
1	3	71.8940788184849	-0.169830322265625	-0.169677734375	-1.05895996093749E-07	1.79681922674035E-08	1602305.5	-2.68612030396298E-08
1	4	71.9947868182306	-0.159759521484375	-0.159637451171875	-8.45336914062495E-08	1.3494742212572E-08	1888447.75	-3.64500998273343E-08
1	5	72.0954948179764	-0.149688720703125	-0.14959716796875	-6.53076171875003E-08	9.76983471900894E-09	2290654.25	-4.39952074771099E-08
1	6	72.1962028177221	-0.139617919921875	-0.139495849609375	-4.85229492187503E-08	6.76875000493737E-09	2874842.75	-4.97270313815079E-08
1	7	72.2969108174678	-0.129547119140625	-0.129486083984375	-3.26538085937494E-08	4.22821377910054E-09	3965420.5	-5.38146061046518E-08
1	8	72.3976188172136	-0.119476318359375	-0.119354248046875	-1.678466796875E-08	2.00332150868121E-09	7110909	-5.63040316592378E-08
1	9	72.4983268169593	-0.109405517578125	-0.10931396484375	-1.22070312500028E-09	1.33439898020171E-10	89550000	-5.72106735319267E-08
1	10	72.5990348167051	-0.099334716796875	-0.099273681640625	1.46484375000006E-08	-1.45420431252319E-09	-6777083.5	-5.65345352754321E-08
1	11	72.6997428164508	-0.089263916015625	-0.0892333984375	3.11279296874994E-08	-2.77765077605352E-09	-2866666.75	-5.42295097716305E-08
1	12	72.8004508161965	-0.079193115234375	-0.07916259765625	4.94384765624994E-08	-3.91367827035083E-09	-1601234.625	-5.01726695745219E-08
1	13	72.9011588159423	-0.069122314453125	-0.06903076171875	7.14111328125003E-08	-4.92956475639517E-09	-966666.6875	-4.40874075025022E-08
1	14	73.001866815688	-0.059051513671875	-0.05902099609375	9.73510742187503E-08	-5.74575720335702E-09	-606269.625	-3.55895579673415E-08
1	15	73.1025748154337	-0.048980712890625	-0.048834228515625	1.31835937499999E-07	-6.43810604827877E-09	-370416.65625	-2.40490756198142E-08
1	16	73.2032828151795	-0.038909912109375	-0.038775634765625	1.76391601562501E-07	-6.83969592074618E-09	-219827	-8.5285867257312E-09
1	17	73.3039908149252	-0.028839111328125	-0.028717041015625	2.35900878906251E-07	-6.77437483886933E-09	-121733.5078125	1.2231988755218E-08
1	18	73.404698814671	-0.018768310546875	-0.0186370849609375	3.1585693359375E-07	-5.88665249878773E-09	-59004.83203125	4.00152018187327E-08
1	19	73.5054068144167	-0.008697509765625	-0.00859375	4.2236328125E-07	-3.62968433087474E-09	-20346.822265625	7.71875434679714E-08
1	20	73.6061148141624	0.001373291015625	0.00150146484374999	5.6182861328125E-07	8.43565883812403E-10	2672.46069335938	1.26745533179928E-07
1	21	73.7068228139082	0.011444091796875	0.0115020751953125	7.3577880859375E-07	8.46298231493847E-09	15632.5185546875	1.92085252592733E-07
1	22	73.8075308136539	0.021514892578125	0.021624755859375	9.417724609375E-07	2.03655989849949E-08	22961.76171875	2.76556676226392E-07
1	23	73.9082388133996	0.031585693359375	0.0316925048828125	1.1688232421875E-06	3.7042937606202E-08	27114.8828125	3.82833604817279E-07
1	24	74.0089468131454	0.041656494140625	0.04176025390625	1.3995361328125E-06	5.8444985739925E-08	29838.640625	5.12160795551608E-07
1	25	74.1096548128911	0.051727294921875	0.051727294921875	1.61041259765625E-06	8.33022895108115E-08	32120.5234375	6.63723710658815E-07
1	26	74.2103628126368	0.061798095703125	0.061798095703125	1.7791748046875E-06	1.09949617410621E-07	34734.1328125	8.34403010685492E-07
