Potential - Start -0.2 V, Upper Vertex 1.5 V, Lower Vertex -0.2 V, Stop -0.19 V; Scan - # end cross 5, Rate 0.1 Vps, Step 0.01 V 
Scan	Index	Time (s)	Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)	WE(1).Power (W)	WE(1).Resistance (Ω)	WE(1).Charge (C)
1	1	68.0385968282191	-0.189971923828125	-0.18988037109375	-1.4068603515625E-07	2.67135149556452E-08	1349674.75	0
1	2	68.1393048279648	-0.179901123046875	-0.1798095703125	-1.15356445312501E-07	2.07421919640183E-08	1558730.25	-1.28927624132302E-08
1	3	68.2400128277105	-0.169830322265625	-0.169708251953125	-9.36889648437495E-08	1.5899789929108E-08	1811400.75	-2.34190355996589E-08
1	4	68.3407208274563	-0.159759521484375	-0.1595458984375	-7.59887695312503E-08	1.21236958250392E-08	2099598.5	-3.19629869238724E-08
1	5	68.441428827202	-0.149688720703125	-0.14959716796875	-5.88989257812506E-08	8.81111184014571E-09	2539896.5	-3.87551217784221E-08
1	6	68.5421368269477	-0.139617919921875	-0.139556884765625	-4.45556640624997E-08	6.21804963074624E-09	3132192	-4.39644729510746E-08
1	7	68.6428448266935	-0.129547119140625	-0.12939453125	-3.08227539062497E-08	3.98829591574668E-09	4198020	-4.77600785586674E-08
1	8	68.7435528264392	-0.119476318359375	-0.11944580078125	-1.73950195312494E-08	2.07776196248233E-09	6866667	-5.01880350611827E-08
1	9	68.844260826185	-0.109405517578125	-0.109344482421875	-4.27246093750028E-09	4.67170024887054E-10	25592856	-5.12790805373697E-08
1	10	68.9449688259307	-0.099334716796875	-0.099273681640625	1.03759765625003E-08	-1.03006136953354E-09	-9567647	-5.09717459351577E-08
1	11	69.0456768256764	-0.089263916015625	-0.089202880859375	2.62451171874997E-08	-2.34113994856955E-09	-3398837.25	-4.91277241110311E-08
1	12	69.1463848254222	-0.079193115234375	-0.079132080078125	4.51660156250006E-08	-3.57408080908783E-09	-1752027	-4.5531891146311E-08
1	13	69.2470928251679	-0.069122314453125	-0.069122314453125	6.80541992187506E-08	-4.70406380514987E-09	-1015695.0625	-3.98307982152346E-08
1	14	69.3478008249136	-0.059051513671875	-0.058990478515625	9.55200195312506E-08	-5.63477131620971E-09	-617571.9375	-3.15941832695898E-08
1	15	69.4485088246594	-0.048980712890625	-0.0488128662109375	1.3092041015625E-07	-6.39060049323348E-09	-372843.8125	-2.01920009601508E-08
1	16	69.5492168244051	-0.038909912109375	-0.0388275146484375	1.76086425781249E-07	-6.83699807879634E-09	-220502.625	-4.73297978587084E-09
1	17	69.6499248241508	-0.028839111328125	-0.0287353515625	2.35900878906251E-07	-6.77869405052434E-09	-121811.125	1.60122279879715E-08
1	18	69.7506328238966	-0.018768310546875	-0.018646240234375	3.14941406249999E-07	-5.87247273031721E-09	-59205.4296875	4.37493383742549E-08
1	19	69.8513408236423	-0.008697509765625	-0.00859375	4.1839599609375E-07	-3.59559049201152E-09	-20539.75390625	8.06758109206385E-08
1	20	69.9520488233881	0.001373291015625	0.00147399902343751	5.511474609375E-07	8.12390765769777E-10	2674.41870117188	1.29496200429458E-07
1	21	70.0527568231338	0.011444091796875	0.0115264892578125	7.1380615234375E-07	8.22767898256416E-09	16147.927734375	1.93191667108294E-07
