Potential - Start -0.2 V, Upper Vertex 1.5 V, Lower Vertex -0.2 V, Stop -0.19 V; Scan - # end cross 5, Rate 0.1 Vps, Step 0.01 V 
Scan	Index	Time (s)	Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)	WE(1).Power (W)	WE(1).Resistance (Ω)	WE(1).Charge (C)
1	1	67.2305838302591	-0.189971923828125	-0.189910888671875	-1.65710449218751E-07	3.14702184311955E-08	1146040.5	0
1	2	67.3312918300048	-0.179901123046875	-0.17974853515625	-1.35192871093751E-07	2.43007196587541E-08	1329571.125	-1.51516861279788E-08
1	3	67.4319998297506	-0.169830322265625	-0.169708251953125	-1.12304687500001E-07	1.90590316861972E-08	1511141.375	-2.76141758348558E-08
1	4	67.5327078294963	-0.159759521484375	-0.159637451171875	-9.39941406250006E-08	1.50049839220401E-08	1698376.625	-3.80021489831961E-08
1	5	67.633415829242	-0.149688720703125	-0.149627685546875	-7.69042968749994E-08	1.1507011343781E-08	1945635	-4.66075675831235E-08
1	6	67.7341238289878	-0.139617919921875	-0.1395263671875	-6.16455078124994E-08	8.60117399525961E-09	2263366.25	-5.35841024884576E-08
1	7	67.8348318287335	-0.129547119140625	-0.12945556640625	-4.730224609375E-08	6.12353856510595E-09	2736774.25	-5.90700572900005E-08
1	8	67.9355398284792	-0.119476318359375	-0.119384765625	-3.47900390625003E-08	4.15340029036315E-09	3431579	-6.32037355785542E-08
1	9	68.036247828225	-0.109405517578125	-0.109405517578125	-2.16674804687497E-08	2.3705419849307E-09	5049296	-6.60465957480483E-08
1	10	68.1369558279707	-0.099334716796875	-0.099212646484375	-8.54492187500056E-09	8.47764358713476E-10	11610714	-6.75679103778748E-08
1	11	68.2376638277165	-0.089263916015625	-0.089263916015625	5.18798828124945E-09	-4.63100141567807E-10	-17205882	-6.77369484947121E-08
1	12	68.3383718274622	-0.079193115234375	-0.07916259765625	1.89208984374994E-08	-1.49782752867367E-09	-4183871	-6.65229649143839E-08
1	13	68.4390798272079	-0.069122314453125	-0.069061279296875	3.44848632812506E-08	-2.38156872001127E-09	-2002654.875	-6.38337738223527E-08
1	14	68.5397878269537	-0.059051513671875	-0.058990478515625	5.21850585937497E-08	-3.07842151769933E-09	-1130409.375	-5.94695954703184E-08
1	15	68.6404958266994	-0.048980712890625	-0.048858642578125	7.44628906250003E-08	-3.63815577664184E-09	-656147.5625	-5.30923642827474E-08
1	16	68.7412038264451	-0.038909912109375	-0.038787841796875	1.01318359374999E-07	-3.92992038911189E-09	-382831.34375	-4.4241076579965E-08
1	17	68.8419118261909	-0.028839111328125	-0.0287109375	1.3763427734375E-07	-3.95160881794254E-09	-208603.109375	-3.22088560267275E-08
1	18	68.9426198259366	-0.018768310546875	-0.01865234375	1.861572265625E-07	-3.4722684727484E-09	-100196.7265625	-1.59046589232048E-08
1	19	69.0433278256824	-0.008697509765625	-0.008563232421875	2.520751953125E-07	-2.15857842711387E-09	-33970.9453125	6.16209572257276E-09
1	20	69.1440358254281	0.001373291015625	0.001507568359375	3.40881347656249E-07	5.13901921017634E-10	4422.560546875	3.60198271209811E-08
1	21	69.2447438251738	0.011444091796875	0.0115509033203125	4.595947265625E-07	5.30873389692488E-09	25132.802734375	7.6326998055265E-08
1	22	69.3454518249196	0.021514892578125	0.021624755859375	6.1248779296875E-07	1.32448985112887E-08	35306.42578125	1.3031063872404E-07
1	23	69.4461598246653	0.031585693359375	0.031695556640625	8.0078125E-07	2.53812046935309E-08	39580.79296875	2.01474392724776E-07
1	24	69.546867824411	0.041656494140625	0.0417388916015625	1.021728515625E-06	4.26458122149143E-08	40851.25390625	2.93245051352642E-07
1	25	69.6475758241568	0.051727294921875	0.051788330078125	1.260986328125E-06	6.5304377017128E-08	41069.69921875	4.08188867595527E-07
1	26	69.7482838239025	0.061798095703125	0.061767578125	1.497802734375E-06	9.25156484754552E-08	41238.79296875	5.47104946235777E-07
1	27	69.8489918236482	0.071868896484375	0.071929931640625	1.707763671875E-06	1.22839324490087E-07	42119.37109375	7.08518030023697E-07
1	28	69.949699823394	0.081939697265625	0.08197021484375	1.87103271484375E-06	1.53368944211252E-07	43810.1484375	8.88724741798796E-07
1	29	70.0504078231397	0.092010498046875	0.092071533203125	1.9744873046875E-06	1.81794078457642E-07	46630.6015625	1.0823620186784E-06
1	30	70.1511158228855	0.102081298828125	0.102081298828125	2.01873779296875E-06	2.06075355890789E-07	50566.8984375	1.283436859012E-06
1	31	70.2518238226312	0.112152099609375	0.11212158203125	2.012939453125E-06	2.25693952415895E-07	55700.42578125	1.48644789987884E-06
1	32	70.3525318223769	0.122222900390625	0.122283935546875	1.97296142578125E-06	2.41261489009048E-07	61979.890625	1.68715394011087E-06
1	33	70.4532398221227	0.132293701171875	0.132354736328125	1.91162109375E-06	2.53012103712535E-07	69236.9140625	1.88275828350015E-06
1	34	70.5539478218684	0.142364501953125	0.1424560546875	1.84112548828125E-06	2.62279485241379E-07	77374.4375	2.07172411137435E-06
1	35	70.6546558216141	0.152435302734375	0.15252685546875	1.7681884765625E-06	2.69696215582371E-07	86261.6484375	2.25346752813493E-06
1	36	70.7553638213599	0.162506103515625	0.162567138671875	1.69769287109375E-06	2.75989066267357E-07	95757.6875	2.42798842009506E-06
1	37	70.8560718211056	0.172576904296875	0.172607421875	1.6326904296875E-06	2.8181449351905E-07	105719.625	2.59568651017617E-06
1	38	70.9567798208514	0.182647705078125	0.182647705078125	1.5728759765625E-06	2.87282176714143E-07	116123.40625	2.75709953712067E-06
1	39	71.0574878205971	0.192718505859375	0.192718505859375	1.51885986328125E-06	2.92712400096207E-07	126883.671875	2.91278092845459E-06
1	40	71.1581958203428	0.202789306640625	0.202789306640625	1.470947265625E-06	2.98292377465259E-07	137863.078125	3.06332958643907E-06
1	41	71.2589038200886	0.212860107421875	0.212799072265625	1.42791748046875E-06	3.03859508221649E-07	149027.5625	3.20929916597379E-06
1	42	71.3596118198343	0.222930908203125	0.222900390625	1.38916015625E-06	3.09644349272276E-07	160456.9375	3.35115009875153E-06
1	43	71.46031981958	0.233001708984375	0.233001708984375	1.35498046875E-06	3.15712753717889E-07	171959.46875	3.48932871929719E-06
1	44	71.5610278193258	0.243072509765625	0.2430419921875	1.32415771484375E-06	3.21825922355856E-07	183544.609375	3.62423406841117E-06
1	45	71.6617358190715	0.253143310546875	0.253143310546875	1.29608154296875E-06	3.28094387214151E-07	195314.34375	3.75617355530267E-06
1	46	71.7624438188172	0.263214111328125	0.26324462890625	1.2713623046875E-06	3.34679299385243E-07	207057.125	3.88545458918088E-06
1	47	71.863151818563	0.273284912109375	0.27325439453125	1.2481689453125E-06	3.41067647013915E-07	218924.203125	4.01232318836264E-06
1	48	71.9638598183087	0.283355712890625	0.283294677734375	1.226806640625E-06	3.47547768342338E-07	230920.40625	4.13694806411513E-06
1	49	72.0645678180545	0.293426513671875	0.293487548828125	1.2078857421875E-06	3.54499405830211E-07	242976.265625	4.25954431193531E-06
1	50	72.1652758178002	0.303497314453125	0.303436279296875	1.190185546875E-06	3.61145481519998E-07	254948.71875	4.380297013995E-06
1	51	72.2659838175459	0.313568115234375	0.3135986328125	1.17401123046875E-06	3.68168315389994E-07	267117.21875	4.49934350399417E-06
1	52	72.3666918172917	0.323638916015625	0.323638916015625	1.1590576171875E-06	3.75116115947094E-07	279225.9375	4.61682293462218E-06
1	53	72.4673998170374	0.333709716796875	0.333709716796875	1.14471435546875E-06	3.82002298238149E-07	291522.25	4.73282716484391E-06
1	54	72.5681078167831	0.343780517578125	0.34375	1.131591796875E-06	3.88984659593916E-07	303775.65625	4.8474485083716E-06
1	55	72.6688158165289	0.353851318359375	0.3538818359375	1.11968994140625E-06	3.96237936683974E-07	316053.40625	4.96080929224263E-06
1	56	72.7695238162746	0.363922119140625	0.3638916015625	1.10870361328125E-06	4.0344792751057E-07	328213.59375	5.07301774632651E-06
